strategy,params,total_return,sharpe,trades,win_rate
MA,"(25, 30)",0.2816316258668229,3.797853452230931,10,0.4
MA,"(20, 50)",0.273931912640598,4.840355970898423,8,0.5
MA,"(15, 40)",0.2722106602265486,5.181133634398931,7,0.5714285714285714
MA,"(20, 70)",0.2669501246601068,18.149189165458548,3,1.0
MA,"(25, 40)",0.2657987245824916,4.127818843414994,9,0.5555555555555556
MA,"(30, 70)",0.2580705537163975,23.49978145569096,3,1.0
RSI,"(18, 35, 75)",0.2550161862349926,0.0,2,1.0
MA,"(30, 90)",0.2426081966156094,13.329553355038083,2,0.5
MA,"(25, 70)",0.2334423674313696,15.152543234433136,3,0.6666666666666666
MA,"(5, 100)",0.2192391942078387,17.997088433001803,4,0.75
MA,"(30, 80)",0.2181241845498468,23.533337420920176,2,1.0
RSI,"(14, 30, 75)",0.2129636720531773,29.19336917299548,2,1.0
RSI,"(21, 35, 70)",0.2129636720531773,29.19336917299548,2,1.0
MA,"(10, 90)",0.2083418295248778,10.512807642751527,4,0.75
MA,"(10, 80)",0.2077163786326998,6.54264751651249,5,0.6
MA,"(20, 80)",0.2072236127218606,8.94493320461038,3,0.6666666666666666
RSI,"(18, 15, 80)",0.2051756360498842,0.0,1,1.0
RSI,"(18, 20, 80)",0.2044163736735763,0.0,1,1.0
RSI,"(18, 25, 80)",0.2044163736735763,0.0,1,1.0
RSI,"(18, 30, 80)",0.2044163736735763,0.0,1,1.0
RSI,"(18, 35, 80)",0.2044163736735763,0.0,1,1.0
RSI,"(25, 15, 75)",0.2044163736735763,0.0,1,1.0
RSI,"(25, 20, 75)",0.2044163736735763,0.0,1,1.0
RSI,"(25, 25, 75)",0.2044163736735763,0.0,1,1.0
RSI,"(25, 30, 75)",0.2044163736735763,0.0,1,1.0
RSI,"(25, 35, 75)",0.2044163736735763,0.0,1,1.0
RSI,"(10, 35, 75)",0.2034524619552027,34.150947203339264,4,1.0
MA,"(15, 90)",0.1956375559554532,0.0,1,1.0
MA,"(25, 90)",0.1920209787164839,16.23762687835826,2,1.0
RSI,"(10, 30, 80)",0.1848580921023131,0.0,3,1.0
RSI,"(14, 35, 75)",0.1848580921023131,0.0,3,1.0
MA,"(15, 80)",0.1771329803675472,7.163822694302545,4,0.75
RSI,"(21, 35, 65)",0.1751094951118661,18.09071719262572,2,1.0
MA,"(20, 90)",0.1705628439058568,12.55908548611574,2,0.5
RSI,"(10, 25, 80)",0.1527925298562907,30.99892918342592,3,1.0
RSI,"(14, 25, 80)",0.1495267034697805,0.0,1,1.0
RSI,"(21, 20, 75)",0.1495267034697805,0.0,1,1.0
RSI,"(21, 25, 75)",0.1495267034697805,0.0,1,1.0
RSI,"(21, 30, 75)",0.1495267034697805,0.0,1,1.0
RSI,"(30, 15, 70)",0.1495267034697805,0.0,1,1.0
RSI,"(30, 20, 70)",0.1495267034697805,0.0,1,1.0
RSI,"(30, 25, 70)",0.1495267034697805,0.0,1,1.0
RSI,"(30, 30, 70)",0.1495267034697805,0.0,1,1.0
RSI,"(30, 35, 70)",0.1495267034697805,0.0,1,1.0
RSI,"(14, 30, 70)",0.1387554382098639,18.777552088965365,2,1.0
RSI,"(18, 35, 70)",0.1282088353727028,0.0,2,1.0
RSI,"(14, 20, 80)",0.1143741960956079,0.0,1,1.0
RSI,"(21, 15, 75)",0.1143741960956079,0.0,1,1.0
RSI,"(10, 30, 75)",0.1132960499924625,30.56365700871502,3,1.0
RSI,"(14, 35, 70)",0.1132960499924625,30.56365700871502,3,1.0
MA,"(10, 100)",0.1096813306666111,0.0,1,1.0
MA,"(15, 100)",0.0983883765784133,0.0,1,1.0
RSI,"(18, 15, 75)",0.0959606733166287,0.0,1,1.0
RSI,"(18, 20, 75)",0.0952702165232192,0.0,1,1.0
RSI,"(18, 25, 75)",0.0952702165232192,0.0,1,1.0
RSI,"(18, 30, 75)",0.0952702165232192,0.0,1,1.0
RSI,"(25, 15, 70)",0.0952702165232192,0.0,1,1.0
RSI,"(25, 20, 70)",0.0952702165232192,0.0,1,1.0
RSI,"(25, 25, 70)",0.0952702165232192,0.0,1,1.0
RSI,"(25, 30, 70)",0.0952702165232192,0.0,1,1.0
RSI,"(25, 35, 70)",0.0952702165232192,0.0,1,1.0
MA,"(20, 100)",0.0876897884948572,0.0,1,1.0
