end_of_date,Unnamed: 0,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
2010-07-12,3796.0,7.85,7.75,0.5,0.02,0.37036,87.2,148656.0,148656.0,0.0,0.0,0.0,0.0,150800.0,152480.0,171128.0,184573.0,205886.0,208806.0,0.0,0.0,0.0,0.0,148656.0,0.0,0.0,0.0,11.0,148668.0,0.0,0.0,0.0,0.0,148668.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-39.0,148629.0
2010-07-13,3795.0,7.85,7.75,0.5,0.03,0.34821,87.3,148656.0,148656.0,0.0,0.0,0.0,0.0,153434.0,167607.0,179673.0,188029.0,201433.0,203411.0,0.0,0.0,0.0,15.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-43.0,148629.0
2010-07-14,3794.0,7.85,7.75,0.5,0.05,0.35607,87.1,148656.0,148671.0,0.0,15.0,0.0,0.0,151925.0,151925.0,166799.0,163396.0,184202.0,189620.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-43.0,148629.0
2010-07-15,3793.0,7.85,7.75,0.5,0.07,0.34929,87.0,148671.0,148671.0,0.0,0.0,0.0,0.0,152057.0,152217.0,178231.0,195005.0,207096.0,202341.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-43.0,148629.0
2010-07-16,3792.0,7.85,7.75,0.5,0.07,0.34071,86.7,148671.0,148671.0,0.0,0.0,0.0,0.0,205277.0,206056.0,220110.0,241020.0,255407.0,257891.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,4.0,148675.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-46.0,148629.0
2010-07-17,3792.0,7.85,7.75,0.5,0.07,0.34071,86.7,148671.0,148671.0,0.0,0.0,0.0,0.0,205277.0,206056.0,220110.0,241020.0,255407.0,257891.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,4.0,148675.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-46.0,148629.0
2010-07-18,3792.0,7.85,7.75,0.5,0.07,0.34071,86.7,148671.0,148671.0,0.0,0.0,0.0,0.0,205277.0,206056.0,220110.0,241020.0,255407.0,257891.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,4.0,148675.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-46.0,148629.0
2010-07-19,3791.0,7.85,7.75,0.5,0.02,0.31929,86.8,148671.0,148671.0,0.0,0.0,0.0,0.0,193243.0,194922.0,208201.0,211099.0,260098.0,263647.0,0.0,0.0,0.0,0.0,148671.0,0.0,0.0,0.0,4.0,148675.0,0.0,0.0,0.0,0.0,148675.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-46.0,148629.0
2010-07-20,3790.0,7.85,7.75,0.5,0.01,0.28107,86.7,148671.0,148671.0,0.0,0.0,0.0,0.0,151705.0,152445.0,182401.0,192159.0,217103.0,215359.0,0.0,0.0,0.0,8.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-50.0,148629.0
2010-07-21,3789.0,7.85,7.75,0.5,0.01,0.27929,86.7,148671.0,148679.0,0.0,8.0,0.0,0.0,151592.0,153726.0,168633.0,164532.0,198414.0,199598.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-50.0,148629.0
2010-07-22,3788.0,7.85,7.75,0.5,0.02,0.28786,86.8,148679.0,148679.0,0.0,0.0,0.0,0.0,155223.0,156806.0,177888.0,190439.0,202288.0,198016.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-50.0,148629.0
2010-07-23,3787.0,7.85,7.75,0.5,0.01,0.28893,86.7,148679.0,148679.0,0.0,0.0,0.0,0.0,154108.0,168428.0,177726.0,186391.0,204450.0,204671.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,-18.0,148661.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-32.0,148629.0
2010-07-24,3787.0,7.85,7.75,0.5,0.01,0.28893,86.7,148679.0,148679.0,0.0,0.0,0.0,0.0,154108.0,168428.0,177726.0,186391.0,204450.0,204671.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,-18.0,148661.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-32.0,148629.0
2010-07-25,3787.0,7.85,7.75,0.5,0.01,0.28893,86.7,148679.0,148679.0,0.0,0.0,0.0,0.0,154108.0,168428.0,177726.0,186391.0,204450.0,204671.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,-18.0,148661.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-32.0,148629.0
2010-07-26,3786.0,7.85,7.75,0.5,0.01,0.28893,86.7,148679.0,148679.0,0.0,0.0,0.0,0.0,155538.0,158555.0,177473.0,191446.0,210440.0,208030.0,0.0,0.0,0.0,0.0,148679.0,0.0,0.0,0.0,-18.0,148661.0,0.0,0.0,0.0,0.0,148661.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-32.0,148629.0
2010-07-27,3785.0,7.85,7.75,0.5,0.02,0.27893,86.7,148679.0,148679.0,0.0,0.0,0.0,0.0,151564.0,167250.0,173320.0,185455.0,202179.0,196830.0,0.0,0.0,0.0,-14.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-37.0,148629.0
2010-07-28,3784.0,7.85,7.75,0.5,0.02,0.27071,86.7,148679.0,148665.0,0.0,-14.0,0.0,0.0,155594.0,157330.0,182644.0,165418.0,179434.0,180089.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-37.0,148629.0
2010-07-29,3783.0,7.85,7.75,0.5,0.02,0.26857,86.6,148665.0,148665.0,0.0,0.0,0.0,0.0,154080.0,157532.0,178731.0,183751.0,203278.0,215308.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-37.0,148629.0
2010-07-30,3782.0,7.85,7.75,0.5,0.01,0.26107,86.5,148665.0,148665.0,0.0,0.0,0.0,0.0,151365.0,160139.0,187823.0,193161.0,209586.0,200066.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,-37.0,148629.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,0.0,148629.0
2010-07-31,3782.0,7.85,7.75,0.5,0.01,0.26107,86.5,148665.0,148665.0,0.0,0.0,0.0,0.0,151365.0,160139.0,187823.0,193161.0,209586.0,200066.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,-37.0,148629.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,0.0,148629.0
2010-08-01,3782.0,7.85,7.75,0.5,0.01,0.26107,86.5,148665.0,148665.0,0.0,0.0,0.0,0.0,151365.0,160139.0,187823.0,193161.0,209586.0,200066.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,-37.0,148629.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,0.0,148629.0
2010-08-02,3781.0,7.85,7.75,0.5,0.02,0.25071,86.4,148665.0,148665.0,0.0,0.0,0.0,0.0,153158.0,156724.0,161988.0,170173.0,182152.0,185310.0,0.0,0.0,0.0,0.0,148665.0,0.0,0.0,0.0,-5.0,148660.0,0.0,0.0,0.0,0.0,148660.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-32.0,148629.0
2010-08-03,3780.0,7.85,7.75,0.5,0.02,0.24893,86.2,148665.0,148665.0,0.0,0.0,0.0,0.0,154090.0,156461.0,165892.0,179636.0,190352.0,191948.0,0.0,0.0,0.0,-2.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-04,3779.0,7.85,7.75,0.5,0.01,0.24929,86.1,148665.0,148663.0,0.0,-2.0,0.0,0.0,152628.0,161704.0,166370.0,140033.0,152158.0,160163.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-05,3778.0,7.85,7.75,0.5,0.02,0.24929,86.3,148663.0,148663.0,0.0,0.0,0.0,0.0,153864.0,163082.0,166976.0,172338.0,187033.0,193567.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-06,3777.0,7.85,7.75,0.5,0.01,0.24071,86.2,148663.0,148663.0,0.0,0.0,0.0,0.0,151548.0,162967.0,171943.0,177672.0,196946.0,197110.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,-14.0,148649.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-20.0,148629.0
2010-08-07,3777.0,7.85,7.75,0.5,0.01,0.24071,86.2,148663.0,148663.0,0.0,0.0,0.0,0.0,151548.0,162967.0,171943.0,177672.0,196946.0,197110.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,-14.0,148649.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-20.0,148629.0
2010-08-08,3777.0,7.85,7.75,0.5,0.01,0.24071,86.2,148663.0,148663.0,0.0,0.0,0.0,0.0,151548.0,162967.0,171943.0,177672.0,196946.0,197110.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,-14.0,148649.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-20.0,148629.0
2010-08-09,3776.0,7.85,7.75,0.5,0.01,0.23179,86.0,148663.0,148663.0,0.0,0.0,0.0,0.0,153218.0,162648.0,168296.0,178055.0,203879.0,204906.0,0.0,0.0,0.0,0.0,148663.0,0.0,0.0,0.0,-14.0,148649.0,0.0,0.0,0.0,0.0,148649.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-20.0,148629.0
2010-08-10,3775.0,7.85,7.75,0.5,0.01,0.22964,86.2,148663.0,148663.0,0.0,0.0,0.0,0.0,153248.0,167671.0,171868.0,177623.0,190057.0,190888.0,0.0,0.0,0.0,-11.0,148653.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-24.0,148629.0
2010-08-11,3774.0,7.85,7.75,0.5,0.01,0.22036,86.3,148663.0,148653.0,0.0,-11.0,0.0,0.0,154442.0,163731.0,169159.0,144997.0,158672.0,167926.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,18.0,148671.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-42.0,148629.0
2010-08-12,3773.0,7.85,7.75,0.5,0.01,0.21893,86.5,148653.0,148653.0,0.0,0.0,0.0,0.0,151564.0,165650.0,172859.0,174116.0,195876.0,200393.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,0.0,148653.0,0.0,0.0,0.0,18.0,148671.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-42.0,148629.0
2010-08-13,3772.0,7.85,7.75,0.5,0.01,0.21929,86.5,148653.0,148653.0,0.0,0.0,0.0,0.0,152336.0,153766.0,164123.0,169976.0,182959.0,184734.0,0.0,0.0,0.0,15.0,148668.0,0.0,0.0,0.0,6.0,148674.0,0.0,0.0,0.0,-14.0,148660.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-31.0,148629.0
2010-08-14,3772.0,7.85,7.75,0.5,0.01,0.21929,86.5,148653.0,148653.0,0.0,0.0,0.0,0.0,152336.0,153766.0,164123.0,169976.0,182959.0,184734.0,0.0,0.0,0.0,15.0,148668.0,0.0,0.0,0.0,6.0,148674.0,0.0,0.0,0.0,-14.0,148660.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-31.0,148629.0
2010-08-15,3772.0,7.85,7.75,0.5,0.01,0.21929,86.5,148653.0,148653.0,0.0,0.0,0.0,0.0,152336.0,153766.0,164123.0,169976.0,182959.0,184734.0,0.0,0.0,0.0,15.0,148668.0,0.0,0.0,0.0,6.0,148674.0,0.0,0.0,0.0,-14.0,148660.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-31.0,148629.0
2010-08-16,3771.0,7.85,7.75,0.5,0.01,0.2025,86.6,148653.0,148668.0,0.0,15.0,0.0,0.0,152541.0,155430.0,167137.0,180142.0,189732.0,181107.0,0.0,0.0,0.0,6.0,148674.0,0.0,0.0,0.0,-14.0,148660.0,0.0,0.0,0.0,0.0,148660.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-31.0,148629.0
2010-08-17,3770.0,7.85,7.75,0.5,0.01,0.1925,86.5,148668.0,148674.0,0.0,6.0,0.0,0.0,150223.0,154025.0,161565.0,166810.0,185836.0,186864.0,0.0,0.0,0.0,-12.0,148662.0,0.0,0.0,0.0,0.0,148662.0,0.0,0.0,0.0,19.0,148681.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-52.0,148629.0
2010-08-18,3769.0,7.85,7.75,0.5,0.01,0.18179,86.5,148674.0,148662.0,0.0,-12.0,0.0,0.0,150481.0,150914.0,159739.0,135873.0,152512.0,156832.0,0.0,0.0,0.0,0.0,148662.0,0.0,0.0,0.0,19.0,148681.0,0.0,0.0,0.0,26.0,148706.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-78.0,148629.0
2010-08-19,3768.0,7.85,7.75,0.5,0.01,0.1725,86.5,148662.0,148677.0,0.0,0.0,0.0,15.0,151757.0,166256.0,178623.0,181241.0,190061.0,181597.0,0.0,0.0,-15.0,1.0,148663.0,0.0,0.0,0.0,26.0,148689.0,0.0,0.0,0.0,13.0,148702.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-73.0,148629.0
2010-08-20,3767.0,7.85,7.75,0.5,0.01,0.15107,86.4,148677.0,148663.0,0.0,1.0,-15.0,0.0,150960.0,163356.0,163570.0,166465.0,187775.0,188146.0,0.0,0.0,0.0,26.0,148689.0,0.0,0.0,0.0,13.0,148702.0,0.0,0.0,0.0,-39.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-21,3767.0,7.85,7.75,0.5,0.01,0.15107,86.4,148677.0,148663.0,0.0,1.0,-15.0,0.0,150960.0,163356.0,163570.0,166465.0,187775.0,188146.0,0.0,0.0,0.0,26.0,148689.0,0.0,0.0,0.0,13.0,148702.0,0.0,0.0,0.0,-39.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-22,3767.0,7.85,7.75,0.5,0.01,0.15107,86.4,148677.0,148663.0,0.0,1.0,-15.0,0.0,150960.0,163356.0,163570.0,166465.0,187775.0,188146.0,0.0,0.0,0.0,26.0,148689.0,0.0,0.0,0.0,13.0,148702.0,0.0,0.0,0.0,-39.0,148663.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-34.0,148629.0
2010-08-23,3766.0,7.85,7.75,0.5,0.01,0.15107,86.5,148663.0,148689.0,0.0,26.0,0.0,0.0,151844.0,151850.0,159686.0,170250.0,189438.0,189228.0,0.0,0.0,0.0,13.0,148702.0,0.0,0.0,0.0,-39.0,148663.0,0.0,0.0,0.0,12.0,148674.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-46.0,148629.0
2010-08-24,3765.0,7.85,7.75,0.5,0.01,0.15036,86.6,148689.0,148702.0,0.0,13.0,0.0,0.0,151429.0,151541.0,161318.0,169623.0,184671.0,187005.0,0.0,0.0,0.0,-37.0,148665.0,0.0,0.0,0.0,12.0,148676.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-52.0,148629.0
2010-08-25,3764.0,7.85,7.75,0.5,0.01,0.15,86.6,148702.0,148665.0,0.0,-37.0,0.0,0.0,151217.0,152862.0,157022.0,146427.0,156221.0,157855.0,0.0,0.0,0.0,-37.0,148665.0,0.0,0.0,0.0,12.0,148676.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-52.0,148629.0
2010-08-26,3763.0,7.85,7.75,0.5,0.01,0.15,86.5,148665.0,148676.0,0.0,12.0,0.0,0.0,152943.0,158341.0,162040.0,172933.0,188475.0,190016.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,27.0,148707.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-78.0,148629.0
2010-08-27,3762.0,7.85,7.75,0.5,0.01,0.15,86.5,148676.0,148680.0,0.0,4.0,0.0,0.0,159526.0,164644.0,181647.0,187870.0,199926.0,201280.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,27.0,148707.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-78.0,148629.0
2010-08-28,3762.0,7.85,7.75,0.5,0.01,0.15,86.5,148676.0,148680.0,0.0,4.0,0.0,0.0,159526.0,164644.0,181647.0,187870.0,199926.0,201280.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,27.0,148707.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-78.0,148629.0
2010-08-29,3762.0,7.85,7.75,0.5,0.01,0.15,86.5,148676.0,148680.0,0.0,4.0,0.0,0.0,159526.0,164644.0,181647.0,187870.0,199926.0,201280.0,0.0,0.0,0.0,4.0,148680.0,0.0,0.0,0.0,27.0,148707.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-78.0,148629.0
2010-08-30,3761.0,7.85,7.75,0.5,0.01,0.15107,86.5,148680.0,148707.0,0.0,27.0,0.0,0.0,152490.0,153769.0,163342.0,168979.0,196671.0,200654.0,0.0,0.0,0.0,0.0,148707.0,0.0,0.0,0.0,-68.0,148639.0,0.0,0.0,0.0,-11.0,148627.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,1.0,148629.0
2010-08-31,3760.0,7.85,7.75,0.5,0.01,0.15107,86.6,148707.0,148707.0,0.0,0.0,0.0,0.0,151479.0,156466.0,182841.0,189171.0,211610.0,212312.0,0.0,0.0,0.0,-67.0,148641.0,0.0,0.0,0.0,-11.0,148629.0,0.0,0.0,0.0,0.0,148629.0,0.0,0.0,0.0,0.0,148704.0,0.0,0.0,0.0,-1.0,148629.0
2010-09-01,3759.0,7.85,7.75,0.5,0.01,0.15,86.5,148707.0,148641.0,0.0,-67.0,0.0,0.0,165505.0,166176.0,178335.0,167634.0,174716.0,179787.0,0.0,0.0,0.0,-11.0,148629.0,0.0,0.0,0.0,0.0,148629.0,0.0,0.0,0.0,-18.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,17.0,148629.0
2010-09-02,3758.0,7.85,7.75,0.5,0.01,0.15714,86.4,148641.0,148629.0,0.0,-11.0,0.0,0.0,150662.0,164016.0,173078.0,179253.0,186797.0,188484.0,0.0,0.0,0.0,0.0,148629.0,0.0,0.0,0.0,-18.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,17.0,148629.0
2010-09-03,3757.0,7.85,7.75,0.5,0.01,0.16,86.4,148629.0,148629.0,0.0,0.0,0.0,0.0,153265.0,157550.0,170381.0,181641.0,187947.0,182588.0,0.0,0.0,0.0,-18.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,24.0,148636.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-7.0,148629.0
2010-09-04,3757.0,7.85,7.75,0.5,0.01,0.16,86.4,148629.0,148629.0,0.0,0.0,0.0,0.0,153265.0,157550.0,170381.0,181641.0,187947.0,182588.0,0.0,0.0,0.0,-18.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,24.0,148636.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-7.0,148629.0
2010-09-05,3757.0,7.85,7.75,0.5,0.01,0.16,86.4,148629.0,148629.0,0.0,0.0,0.0,0.0,153265.0,157550.0,170381.0,181641.0,187947.0,182588.0,0.0,0.0,0.0,-18.0,148612.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,24.0,148636.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-7.0,148629.0
2010-09-06,3756.0,7.85,7.75,0.5,0.01,0.15929,86.2,148629.0,148612.0,0.0,-18.0,0.0,0.0,150602.0,150665.0,153111.0,160575.0,160493.0,161543.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,24.0,148636.0,0.0,0.0,0.0,-7.0,148629.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,0.0,148629.0
2010-09-07,3755.0,7.85,7.75,0.5,0.01,0.15929,86.3,148612.0,148612.0,0.0,0.0,0.0,0.0,153998.0,167799.0,170806.0,180579.0,196333.0,201072.0,0.0,0.0,0.0,26.0,148638.0,0.0,0.0,0.0,-7.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-2.0,148629.0
2010-09-08,3754.0,7.85,7.75,0.5,0.01,0.15929,86.3,148612.0,148638.0,0.0,26.0,0.0,0.0,150235.0,157160.0,164076.0,137950.0,160896.0,163620.0,0.0,0.0,0.0,-7.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-2.0,148629.0
2010-09-09,3753.0,7.85,7.75,0.5,0.01,0.15929,86.3,148638.0,148631.0,0.0,-7.0,0.0,0.0,150235.0,159677.0,167751.0,178001.0,195278.0,192851.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-2.0,148629.0
2010-09-10,3752.0,7.85,7.75,0.5,0.01,0.15857,86.2,148631.0,148631.0,0.0,0.0,0.0,0.0,151410.0,154335.0,168075.0,175563.0,201230.0,200767.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,29.0,148660.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-31.0,148629.0
2010-09-11,3752.0,7.85,7.75,0.5,0.01,0.15857,86.2,148631.0,148631.0,0.0,0.0,0.0,0.0,151410.0,154335.0,168075.0,175563.0,201230.0,200767.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,29.0,148660.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-31.0,148629.0
2010-09-12,3752.0,7.85,7.75,0.5,0.01,0.15857,86.2,148631.0,148631.0,0.0,0.0,0.0,0.0,151410.0,154335.0,168075.0,175563.0,201230.0,200767.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,29.0,148660.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-31.0,148629.0
2010-09-13,3751.0,7.85,7.75,0.5,0.01,0.15929,86.0,148631.0,148631.0,0.0,0.0,0.0,0.0,152165.0,164310.0,170731.0,176804.0,189643.0,187613.0,0.0,0.0,0.0,0.0,148631.0,0.0,0.0,0.0,29.0,148660.0,0.0,0.0,0.0,0.0,148660.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-31.0,148629.0
2010-09-14,3750.0,7.85,7.75,0.5,0.01,0.15929,85.8,148631.0,148631.0,0.0,0.0,0.0,0.0,150565.0,153330.0,168016.0,174405.0,188791.0,187765.0,0.0,0.0,0.0,30.0,148661.0,0.0,0.0,0.0,0.0,148661.0,0.0,0.0,0.0,69.0,148730.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-101.0,148629.0
2010-09-15,3749.0,7.85,7.75,0.5,0.01,0.16036,85.9,148631.0,148661.0,0.0,30.0,0.0,0.0,153519.0,158499.0,168466.0,143513.0,172548.0,175962.0,0.0,0.0,0.0,0.0,148661.0,0.0,0.0,0.0,69.0,148730.0,0.0,0.0,0.0,164.0,148894.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-265.0,148629.0
2010-09-16,3748.0,7.85,7.75,0.5,0.01,0.16929,85.8,148661.0,148661.0,0.0,0.0,0.0,0.0,157329.0,161326.0,171399.0,173100.0,189984.0,188257.0,0.0,0.0,0.0,69.0,148730.0,0.0,0.0,0.0,164.0,148894.0,0.0,0.0,0.0,-5.0,148889.0,0.0,0.0,0.0,0.0,148612.0,0.0,0.0,0.0,-260.0,148629.0
