end_of_date,Unnamed: 0,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
2023-07-27,575.0,7.85,7.75,5.75,5.07,5.24988,103.6,44692.0,45520.0,0.0,0.0,0.0,829.0,64630.0,113304.0,141399.0,166772.0,195995.0,197522.0,0.0,0.0,-829.0,0.0,44692.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-834.0,43858.0
2023-07-28,574.0,7.85,7.75,5.75,5.17,5.27119,103.9,45520.0,44692.0,0.0,0.0,-829.0,0.0,88090.0,132216.0,163842.0,175454.0,183293.0,183211.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,279.0,44971.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1113.0,43858.0
2023-07-29,574.0,7.85,7.75,5.75,5.17,5.27119,103.9,45520.0,44692.0,0.0,0.0,-829.0,0.0,88090.0,132216.0,163842.0,175454.0,183293.0,183211.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,279.0,44971.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1113.0,43858.0
2023-07-30,574.0,7.85,7.75,5.75,5.17,5.27119,103.9,45520.0,44692.0,0.0,0.0,-829.0,0.0,88090.0,132216.0,163842.0,175454.0,183293.0,183211.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,279.0,44971.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1113.0,43858.0
2023-07-31,573.0,7.85,7.75,5.75,5.44,5.28744,103.9,44692.0,44692.0,0.0,0.0,0.0,0.0,78889.0,105715.0,160624.0,193328.0,200900.0,202469.0,0.0,0.0,0.0,0.0,44692.0,0.0,0.0,0.0,279.0,44971.0,0.0,0.0,0.0,0.0,44971.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1113.0,43858.0
2023-08-01,572.0,7.85,7.75,5.75,5.36,5.31095,104.2,44692.0,44692.0,0.0,0.0,0.0,0.0,81764.0,99157.0,153737.0,179491.0,188389.0,188680.0,0.0,0.0,0.0,282.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1116.0,43858.0
2023-08-02,571.0,7.85,7.75,5.75,5.33,5.42988,104.5,44692.0,44974.0,0.0,282.0,0.0,0.0,76173.0,84106.0,134919.0,158652.0,166063.0,178209.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1116.0,43858.0
2023-08-03,570.0,7.85,7.75,5.75,4.63,5.36054,104.7,44974.0,44974.0,0.0,0.0,0.0,0.0,82530.0,95294.0,153620.0,174477.0,178921.0,180504.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1116.0,43858.0
2023-08-04,569.0,7.85,7.75,5.75,4.26,5.25958,104.5,44974.0,44974.0,0.0,0.0,0.0,0.0,83206.0,120085.0,133648.0,165452.0,196042.0,195055.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,-213.0,44760.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-903.0,43858.0
2023-08-05,569.0,7.85,7.75,5.75,4.26,5.25958,104.5,44974.0,44974.0,0.0,0.0,0.0,0.0,83206.0,120085.0,133648.0,165452.0,196042.0,195055.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,-213.0,44760.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-903.0,43858.0
2023-08-06,569.0,7.85,7.75,5.75,4.26,5.25958,104.5,44974.0,44974.0,0.0,0.0,0.0,0.0,83206.0,120085.0,133648.0,165452.0,196042.0,195055.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,-213.0,44760.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-903.0,43858.0
2023-08-07,568.0,7.85,7.75,5.75,4.13,5.19744,104.6,44974.0,44974.0,0.0,0.0,0.0,0.0,81980.0,105835.0,144613.0,197679.0,217590.0,218205.0,0.0,0.0,0.0,0.0,44974.0,0.0,0.0,0.0,-213.0,44760.0,0.0,0.0,0.0,0.0,44760.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-903.0,43858.0
2023-08-08,567.0,7.85,7.75,5.75,4.0,5.20768,104.8,44974.0,44974.0,0.0,0.0,0.0,0.0,75527.0,82228.0,135673.0,173014.0,189935.0,191937.0,0.0,0.0,0.0,-208.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-908.0,43858.0
2023-08-09,566.0,7.85,7.75,5.75,3.33,4.90905,104.7,44974.0,44766.0,0.0,-208.0,0.0,0.0,66612.0,96889.0,128969.0,186407.0,198694.0,139374.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-908.0,43858.0
2023-08-10,565.0,7.85,7.75,5.75,3.24,4.76256,104.8,44766.0,44772.0,0.0,0.0,0.0,5.0,67648.0,86045.0,154672.0,177144.0,184885.0,185370.0,0.0,0.0,-5.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-908.0,43858.0
2023-08-11,564.0,7.85,7.75,5.75,3.46,4.72161,105.1,44772.0,44766.0,0.0,0.0,-5.0,0.0,63841.0,80768.0,136508.0,161249.0,173276.0,175202.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,246.0,45013.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1155.0,43858.0
2023-08-12,564.0,7.85,7.75,5.75,3.46,4.72161,105.1,44772.0,44766.0,0.0,0.0,-5.0,0.0,63841.0,80768.0,136508.0,161249.0,173276.0,175202.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,246.0,45013.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1155.0,43858.0
2023-08-13,564.0,7.85,7.75,5.75,3.46,4.72161,105.1,44772.0,44766.0,0.0,0.0,-5.0,0.0,63841.0,80768.0,136508.0,161249.0,173276.0,175202.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,246.0,45013.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1155.0,43858.0
2023-08-14,563.0,7.85,7.75,5.75,3.56,4.7628,105.4,44766.0,44766.0,0.0,0.0,0.0,0.0,63510.0,78764.0,134739.0,165698.0,175288.0,177571.0,0.0,0.0,0.0,0.0,44766.0,0.0,0.0,0.0,246.0,45013.0,0.0,0.0,0.0,0.0,45013.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1155.0,43858.0
2023-08-15,562.0,7.85,7.75,5.75,3.33,4.76232,105.6,44766.0,44766.0,0.0,0.0,0.0,0.0,74797.0,103745.0,132693.0,161827.0,166640.0,167082.0,0.0,0.0,0.0,248.0,45014.0,0.0,0.0,0.0,0.0,45014.0,0.0,0.0,0.0,0.0,45014.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1157.0,43858.0
2023-08-16,561.0,7.85,7.75,5.75,3.2,4.71089,105.7,44766.0,45039.0,0.0,248.0,0.0,24.0,73427.0,82193.0,138187.0,178513.0,202081.0,202190.0,0.0,0.0,-24.0,0.0,45014.0,0.0,0.0,0.0,0.0,45014.0,0.0,0.0,0.0,35.0,45049.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1192.0,43858.0
2023-08-17,560.0,7.85,7.75,5.75,3.13,4.63083,105.8,45039.0,45014.0,0.0,0.0,-24.0,0.0,62132.0,68552.0,131877.0,155710.0,184467.0,190325.0,0.0,0.0,0.0,0.0,45014.0,0.0,0.0,0.0,35.0,45049.0,0.0,0.0,0.0,58.0,45107.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1249.0,43858.0
2023-08-18,559.0,7.85,7.75,5.75,3.1,4.63,105.6,45014.0,45014.0,0.0,0.0,0.0,0.0,109546.0,119311.0,179856.0,179527.0,206708.0,206315.0,0.0,0.0,0.0,35.0,45049.0,0.0,0.0,0.0,58.0,45107.0,0.0,0.0,0.0,-279.0,44828.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-970.0,43858.0
2023-08-19,559.0,7.85,7.75,5.75,3.1,4.63,105.6,45014.0,45014.0,0.0,0.0,0.0,0.0,109546.0,119311.0,179856.0,179527.0,206708.0,206315.0,0.0,0.0,0.0,35.0,45049.0,0.0,0.0,0.0,58.0,45107.0,0.0,0.0,0.0,-279.0,44828.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-970.0,43858.0
2023-08-20,559.0,7.85,7.75,5.75,3.1,4.63,105.6,45014.0,45014.0,0.0,0.0,0.0,0.0,109546.0,119311.0,179856.0,179527.0,206708.0,206315.0,0.0,0.0,0.0,35.0,45049.0,0.0,0.0,0.0,58.0,45107.0,0.0,0.0,0.0,-279.0,44828.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-970.0,43858.0
2023-08-21,558.0,7.85,7.75,5.75,3.16,4.52036,105.8,45014.0,45049.0,0.0,35.0,0.0,0.0,65288.0,152675.0,135312.0,155162.0,190082.0,191188.0,0.0,0.0,0.0,58.0,45107.0,0.0,0.0,0.0,-279.0,44828.0,0.0,0.0,0.0,19.0,44847.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-989.0,43858.0
2023-08-22,557.0,7.85,7.75,5.75,2.75,4.38077,105.3,45049.0,45107.0,0.0,58.0,0.0,0.0,73368.0,75053.0,152667.0,186210.0,209291.0,209570.0,0.0,0.0,0.0,-297.0,44810.0,0.0,0.0,0.0,19.0,44829.0,0.0,0.0,0.0,12.0,44840.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-983.0,43858.0
2023-08-23,556.0,7.85,7.75,5.75,2.68,4.35345,105.4,45107.0,44810.0,0.0,-297.0,0.0,0.0,72380.0,80924.0,159176.0,189076.0,211611.0,215015.0,0.0,0.0,0.0,19.0,44829.0,0.0,0.0,0.0,12.0,44840.0,0.0,0.0,0.0,47.0,44887.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1030.0,43858.0
2023-08-24,555.0,7.85,7.75,5.75,2.35,4.23714,105.1,44810.0,48782.0,0.0,19.0,0.0,3953.0,74745.0,82756.0,144818.0,187094.0,208245.0,216088.0,0.0,0.0,-3953.0,12.0,44840.0,0.0,0.0,0.0,47.0,44887.0,0.0,0.0,0.0,0.0,44887.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1030.0,43858.0
2023-08-25,554.0,7.85,7.75,5.75,2.34,3.9997,105.3,48782.0,44840.0,0.0,12.0,-3953.0,0.0,77699.0,81843.0,137618.0,179531.0,189523.0,189919.0,0.0,0.0,0.0,48.0,44889.0,0.0,0.0,0.0,0.0,44889.0,0.0,0.0,0.0,-573.0,44316.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-458.0,43858.0
2023-08-26,554.0,7.85,7.75,5.75,2.34,3.9997,105.3,48782.0,44840.0,0.0,12.0,-3953.0,0.0,77699.0,81843.0,137618.0,179531.0,189523.0,189919.0,0.0,0.0,0.0,48.0,44889.0,0.0,0.0,0.0,0.0,44889.0,0.0,0.0,0.0,-573.0,44316.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-458.0,43858.0
2023-08-27,554.0,7.85,7.75,5.75,2.34,3.9997,105.3,48782.0,44840.0,0.0,12.0,-3953.0,0.0,77699.0,81843.0,137618.0,179531.0,189523.0,189919.0,0.0,0.0,0.0,48.0,44889.0,0.0,0.0,0.0,0.0,44889.0,0.0,0.0,0.0,-573.0,44316.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-458.0,43858.0
2023-08-28,553.0,7.85,7.75,5.75,1.88,3.81595,105.3,44840.0,44889.0,0.0,48.0,0.0,0.0,72578.0,114079.0,128596.0,173132.0,184507.0,185498.0,0.0,0.0,0.0,0.0,44889.0,0.0,0.0,0.0,-573.0,44316.0,0.0,0.0,0.0,0.0,44316.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-458.0,43858.0
2023-08-29,552.0,7.85,7.75,5.75,1.76,3.7547,105.3,44889.0,44889.0,0.0,0.0,0.0,0.0,71078.0,106420.0,141196.0,167305.0,198180.0,197897.0,0.0,0.0,0.0,-17.0,44872.0,0.0,0.0,0.0,0.0,44872.0,0.0,0.0,0.0,0.0,44872.0,0.0,0.0,0.0,217.0,45111.0,0.0,0.0,0.0,-1014.0,43858.0
2023-08-30,551.0,7.85,7.75,5.75,1.76,3.76191,105.3,44889.0,44872.0,0.0,-17.0,0.0,0.0,85619.0,99989.0,157637.0,183936.0,198872.0,202907.0,0.0,0.0,0.0,0.0,44872.0,0.0,0.0,0.0,0.0,44872.0,0.0,0.0,0.0,9.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1023.0,43858.0
2023-08-31,550.0,7.85,7.75,5.75,2.51,3.71691,105.2,44872.0,44872.0,0.0,0.0,0.0,0.0,74874.0,117780.0,146876.0,179199.0,215246.0,215963.0,0.0,0.0,0.0,0.0,44872.0,0.0,0.0,0.0,9.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1023.0,43858.0
2023-09-01,549.0,7.85,7.75,5.75,4.75,3.71691,105.2,44872.0,47272.0,0.0,0.0,0.0,2400.0,86070.0,123387.0,156565.0,180777.0,204845.0,207794.0,0.0,0.0,-2400.0,9.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-205.0,44676.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-818.0,43858.0
2023-09-02,549.0,7.85,7.75,5.75,4.75,3.71691,105.2,44872.0,47272.0,0.0,0.0,0.0,2400.0,86070.0,123387.0,156565.0,180777.0,204845.0,207794.0,0.0,0.0,-2400.0,9.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-205.0,44676.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-818.0,43858.0
2023-09-03,549.0,7.85,7.75,5.75,4.75,3.71691,105.2,44872.0,47272.0,0.0,0.0,0.0,2400.0,86070.0,123387.0,156565.0,180777.0,204845.0,207794.0,0.0,0.0,-2400.0,9.0,44881.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-205.0,44676.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-818.0,43858.0
2023-09-04,548.0,7.85,7.75,5.75,4.23,3.68577,105.2,47272.0,46928.0,0.0,9.0,-2400.0,2047.0,63985.0,96832.0,100780.0,106379.0,120290.0,121661.0,0.0,0.0,-2047.0,0.0,44881.0,0.0,0.0,0.0,-205.0,44676.0,0.0,0.0,0.0,0.0,44676.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-818.0,43858.0
2023-09-05,547.0,7.85,7.75,5.75,3.64,4.03036,105.6,46928.0,44881.0,0.0,0.0,-2047.0,0.0,92112.0,129634.0,162426.0,179401.0,205663.0,208548.0,0.0,0.0,0.0,-167.0,44714.0,0.0,0.0,0.0,0.0,44714.0,0.0,0.0,0.0,5.0,44719.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-861.0,43858.0
2023-09-06,546.0,7.85,7.75,5.75,2.61,4.1656,105.6,44881.0,44789.0,0.0,-167.0,0.0,75.0,76590.0,116885.0,167800.0,190331.0,216763.0,219319.0,0.0,0.0,-75.0,0.0,44714.0,0.0,0.0,0.0,5.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-861.0,43858.0
2023-09-07,545.0,7.85,7.75,5.75,2.91,4.23298,105.9,44789.0,44714.0,0.0,0.0,-75.0,0.0,80165.0,119957.0,172243.0,214585.0,221550.0,221683.0,0.0,0.0,0.0,5.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-861.0,43858.0
2023-09-08,544.0,7.85,7.75,5.75,5.04,4.23298,105.9,44714.0,44719.0,0.0,5.0,0.0,0.0,66429.0,103843.0,142286.0,164804.0,183975.0,182859.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,-28.0,44691.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-833.0,43858.0
2023-09-09,544.0,7.85,7.75,5.75,5.04,4.23298,105.9,44714.0,44719.0,0.0,5.0,0.0,0.0,66429.0,103843.0,142286.0,164804.0,183975.0,182859.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,-28.0,44691.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-833.0,43858.0
2023-09-10,544.0,7.85,7.75,5.75,5.04,4.23298,105.9,44714.0,44719.0,0.0,5.0,0.0,0.0,66429.0,103843.0,142286.0,164804.0,183975.0,182859.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,-28.0,44691.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-833.0,43858.0
2023-09-11,543.0,7.85,7.75,5.75,3.52,4.29048,105.6,44719.0,44719.0,0.0,0.0,0.0,0.0,69857.0,107390.0,148507.0,167546.0,174060.0,174466.0,0.0,0.0,0.0,0.0,44719.0,0.0,0.0,0.0,-28.0,44691.0,0.0,0.0,0.0,0.0,44691.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-833.0,43858.0
2023-09-12,542.0,7.85,7.75,5.75,4.11,4.61935,105.8,44719.0,44719.0,0.0,0.0,0.0,0.0,64933.0,103879.0,146759.0,160851.0,177428.0,186108.0,0.0,0.0,0.0,27.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-888.0,43858.0
2023-09-13,541.0,7.85,7.75,5.75,4.42,4.96839,105.8,44719.0,44745.0,0.0,27.0,0.0,0.0,64343.0,103779.0,137373.0,180373.0,194786.0,199348.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-888.0,43858.0
2023-09-14,540.0,7.85,7.75,5.75,4.22,4.97988,105.6,44745.0,44745.0,0.0,0.0,0.0,0.0,69408.0,113143.0,160463.0,195153.0,208545.0,212041.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-888.0,43858.0
2023-09-15,539.0,7.85,7.75,5.75,4.28,5.00185,105.6,44745.0,44745.0,0.0,0.0,0.0,0.0,88848.0,128312.0,157615.0,176141.0,185129.0,185898.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,-4.0,44742.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-884.0,43858.0
2023-09-16,539.0,7.85,7.75,5.75,4.28,5.00185,105.6,44745.0,44745.0,0.0,0.0,0.0,0.0,88848.0,128312.0,157615.0,176141.0,185129.0,185898.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,-4.0,44742.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-884.0,43858.0
2023-09-17,539.0,7.85,7.75,5.75,4.28,5.00185,105.6,44745.0,44745.0,0.0,0.0,0.0,0.0,88848.0,128312.0,157615.0,176141.0,185129.0,185898.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,-4.0,44742.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-884.0,43858.0
2023-09-18,538.0,7.85,7.75,5.75,4.38,5.09123,105.8,44745.0,44745.0,0.0,0.0,0.0,0.0,66747.0,109807.0,141017.0,170960.0,180710.0,187570.0,0.0,0.0,0.0,0.0,44745.0,0.0,0.0,0.0,-4.0,44742.0,0.0,0.0,0.0,0.0,44742.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-884.0,43858.0
2023-09-19,537.0,7.85,7.75,5.75,4.82,5.25732,106.1,44745.0,44745.0,0.0,0.0,0.0,0.0,73681.0,107596.0,131614.0,156162.0,166470.0,170338.0,0.0,0.0,0.0,37.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-925.0,43858.0
2023-09-20,536.0,7.85,7.75,5.75,4.73,5.24649,106.1,44745.0,44782.0,0.0,37.0,0.0,0.0,67874.0,113746.0,161146.0,177501.0,188819.0,191248.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-925.0,43858.0
2023-09-21,535.0,7.85,7.75,5.75,4.77,5.23607,106.1,44782.0,44782.0,0.0,0.0,0.0,0.0,81789.0,126353.0,165744.0,178017.0,189763.0,189082.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-925.0,43858.0
2023-09-22,534.0,7.85,7.75,5.75,4.93,5.23494,106.1,44782.0,44782.0,0.0,0.0,0.0,0.0,63228.0,103783.0,143702.0,169684.0,190988.0,199149.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,304.0,45086.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1228.0,43858.0
2023-09-23,534.0,7.85,7.75,5.75,4.93,5.23494,106.1,44782.0,44782.0,0.0,0.0,0.0,0.0,63228.0,103783.0,143702.0,169684.0,190988.0,199149.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,304.0,45086.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1228.0,43858.0
2023-09-24,534.0,7.85,7.75,5.75,4.93,5.23494,106.1,44782.0,44782.0,0.0,0.0,0.0,0.0,63228.0,103783.0,143702.0,169684.0,190988.0,199149.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,0.0,44782.0,0.0,0.0,0.0,304.0,45086.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1228.0,43858.0
2023-09-25,533.0,7.85,7.75,5.75,5.63,5.29161,106.2,44782.0,46173.0,0.0,0.0,0.0,1390.0,66494.0,78455.0,148007.0,183347.0,195417.0,201301.0,0.0,0.0,-1390.0,0.0,44782.0,0.0,0.0,0.0,304.0,45086.0,0.0,0.0,0.0,0.0,45086.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1228.0,43858.0
2023-09-26,532.0,7.85,7.75,5.75,5.55,5.36298,106.4,46173.0,44782.0,0.0,0.0,-1390.0,0.0,61658.0,103413.0,110326.0,141227.0,156144.0,159893.0,0.0,0.0,0.0,393.0,45175.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1317.0,43858.0
2023-09-27,531.0,7.85,7.75,5.75,5.6,5.36232,106.4,44782.0,45175.0,0.0,393.0,0.0,0.0,72052.0,110372.0,139130.0,160668.0,180105.0,183575.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1317.0,43858.0
2023-09-28,530.0,7.85,7.75,5.75,5.7,5.39887,106.5,45175.0,45175.0,0.0,0.0,0.0,0.0,85441.0,126342.0,150153.0,169275.0,183179.0,188166.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,-105.0,45070.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1212.0,43858.0
2023-09-29,529.0,7.85,7.75,5.75,5.5,5.39661,106.0,45175.0,45175.0,0.0,0.0,0.0,0.0,81505.0,115339.0,150815.0,183807.0,194033.0,202252.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,-105.0,45070.0,0.0,0.0,0.0,0.0,45070.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1212.0,43858.0
2023-09-30,529.0,7.85,7.75,5.75,5.5,5.39661,106.0,45175.0,45175.0,0.0,0.0,0.0,0.0,81505.0,115339.0,150815.0,183807.0,194033.0,202252.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,-105.0,45070.0,0.0,0.0,0.0,0.0,45070.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1212.0,43858.0
2023-10-01,529.0,7.85,7.75,5.75,5.5,5.39661,106.0,45175.0,45175.0,0.0,0.0,0.0,0.0,81505.0,115339.0,150815.0,183807.0,194033.0,202252.0,0.0,0.0,0.0,0.0,45175.0,0.0,0.0,0.0,-105.0,45070.0,0.0,0.0,0.0,0.0,45070.0,0.0,0.0,0.0,0.0,44881.0,0.0,0.0,0.0,-1212.0,43858.0
