end_of_date,Unnamed: 0,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
2005-10-05,5017.0,145935.0,6760.0,1245.0,1245.0,125513.0,97907.0,97907.0,279453.0
2005-10-06,5016.0,146235.0,6758.0,1245.0,1245.0,125613.0,97797.0,97797.0,279851.0
2005-10-07,5015.0,146785.0,6757.0,1245.0,1245.0,125603.0,98103.0,98103.0,280390.0
2005-10-08,5014.0,147435.0,6757.0,1245.0,1245.0,125604.0,98107.0,98107.0,281041.0
2005-10-09,5014.0,147435.0,6757.0,1245.0,1245.0,125604.0,98107.0,98107.0,281041.0
2005-10-10,5013.0,147685.0,6755.0,1245.0,3875.0,125626.0,98169.0,95534.0,281311.0
2005-10-11,5013.0,147685.0,6755.0,1245.0,3875.0,125626.0,98169.0,95534.0,281311.0
2005-10-12,5012.0,146625.0,6753.0,1268.0,1618.0,125561.0,98348.0,97997.0,280207.0
2005-10-13,5011.0,146175.0,6752.0,1268.0,1268.0,125556.0,98098.0,98098.0,279751.0
2005-10-14,5010.0,145855.0,6754.0,1268.0,1332.0,125608.0,98106.0,98042.0,279485.0
2005-10-15,5009.0,145795.0,6751.0,1268.0,1496.0,125605.0,98109.0,97881.0,279419.0
2005-10-16,5009.0,145795.0,6751.0,1268.0,1496.0,125605.0,98109.0,97881.0,279419.0
2005-10-17,5008.0,145235.0,6749.0,1268.0,1328.0,125650.0,98047.0,97987.0,278902.0
2005-10-18,5007.0,144615.0,6753.0,1268.0,1268.0,125687.0,98471.0,98471.0,278323.0
2005-10-19,5006.0,144175.0,6754.0,1292.0,1292.0,125741.0,98592.0,98592.0,277962.0
2005-10-20,5005.0,144075.0,6752.0,1292.0,1490.0,125741.0,98377.0,98177.0,277860.0
2005-10-21,5004.0,143895.0,6752.0,1292.0,1292.0,125722.0,98422.0,98422.0,277661.0
2005-10-22,5003.0,144035.0,6750.0,1292.0,1292.0,125690.0,98411.0,98411.0,277767.0
2005-10-23,5003.0,144035.0,6750.0,1292.0,1292.0,125690.0,98411.0,98411.0,277767.0
2005-10-24,5002.0,143745.0,6752.0,1292.0,1292.0,125765.0,98516.0,98516.0,277554.0
2005-10-25,5001.0,143485.0,6749.0,1292.0,1292.0,125757.0,98588.0,98588.0,277283.0
2005-10-26,5000.0,143125.0,6748.0,1275.0,1275.0,125685.0,98809.0,98809.0,276833.0
2005-10-27,4999.0,143535.0,6750.0,1275.0,1275.0,125564.0,98470.0,98470.0,277124.0
2005-10-28,4998.0,143985.0,6748.0,1319.0,1319.0,125501.0,98616.0,98616.0,277553.0
2005-10-29,4997.0,144815.0,6755.0,1319.0,2305.0,125501.0,98616.0,97630.0,278390.0
2005-10-30,4997.0,144815.0,6755.0,1319.0,2305.0,125501.0,98616.0,97630.0,278390.0
2005-10-31,4996.0,144875.0,6757.0,1364.0,1364.0,125370.0,98541.0,98541.0,278366.0
2005-11-01,4995.0,144535.0,6757.0,1364.0,1364.0,125369.0,98662.0,98662.0,278025.0
2005-11-02,4994.0,144525.0,6756.0,1253.0,1253.0,125478.0,98374.0,98374.0,278012.0
2005-11-03,4993.0,144595.0,6756.0,1253.0,1253.0,125399.0,98308.0,98308.0,278003.0
2005-11-04,4992.0,144905.0,6757.0,1253.0,1266.0,125386.0,98154.0,98141.0,278301.0
2005-11-05,4991.0,145145.0,6756.0,1253.0,1253.0,125382.0,98158.0,98158.0,278536.0
2005-11-06,4991.0,145145.0,6756.0,1253.0,1253.0,125382.0,98158.0,98158.0,278536.0
2005-11-07,4990.0,144695.0,6755.0,1253.0,1275.0,125413.0,97786.0,97764.0,278116.0
2005-11-08,4989.0,144285.0,6756.0,1253.0,1253.0,125531.0,97839.0,97839.0,277825.0
2005-11-09,4988.0,144055.0,6751.0,1273.0,1273.0,125580.0,97827.0,97827.0,277659.0
2005-11-10,4987.0,144125.0,6752.0,1273.0,1273.0,125486.0,98203.0,98203.0,277636.0
2005-11-11,4986.0,144195.0,6751.0,1273.0,1273.0,125548.0,98225.0,98225.0,277767.0
2005-11-12,4985.0,144355.0,6758.0,1273.0,1273.0,125570.0,98237.0,98237.0,277956.0
2005-11-13,4985.0,144355.0,6758.0,1273.0,1273.0,125570.0,98237.0,98237.0,277956.0
2005-11-14,4984.0,143915.0,6757.0,1294.0,1304.0,125573.0,98158.0,98148.0,277539.0
2005-11-15,4983.0,143155.0,6756.0,1302.0,1302.0,125525.0,98134.0,98134.0,276738.0
2005-11-16,4982.0,142755.0,6756.0,1309.0,1309.0,125551.0,98471.0,98471.0,276371.0
2005-11-17,4981.0,142845.0,6754.0,1325.0,1325.0,125585.0,98408.0,98408.0,276509.0
2005-11-18,4980.0,142765.0,6754.0,1325.0,1325.0,125733.0,98538.0,98538.0,276577.0
2005-11-19,4979.0,143025.0,6752.0,1325.0,1325.0,125748.0,98548.0,98548.0,276850.0
2005-11-20,4979.0,143025.0,6752.0,1325.0,1325.0,125748.0,98548.0,98548.0,276850.0
2005-11-21,4978.0,142645.0,6754.0,1325.0,1325.0,125743.0,98424.0,98424.0,276467.0
2005-11-22,4977.0,142275.0,6753.0,1325.0,1325.0,125798.0,98440.0,98440.0,276151.0
2005-11-23,4976.0,141925.0,6757.0,1268.0,1268.0,126012.0,98531.0,98531.0,275962.0
2005-11-24,4975.0,142165.0,6756.0,1261.0,1261.0,126036.0,98484.0,98484.0,276218.0
2005-11-25,4974.0,142205.0,6756.0,1271.0,1271.0,126016.0,98162.0,98162.0,276248.0
2005-11-26,4973.0,142635.0,6763.0,1271.0,1271.0,126062.0,98186.0,98186.0,276731.0
2005-11-27,4973.0,142635.0,6763.0,1271.0,1271.0,126062.0,98186.0,98186.0,276731.0
2005-11-28,4972.0,142725.0,6763.0,1329.0,1329.0,126020.0,97405.0,97405.0,276837.0
2005-11-29,4971.0,142885.0,6762.0,1329.0,1329.0,126022.0,97316.0,97316.0,276998.0
2005-11-30,4970.0,143085.0,6759.0,1246.0,1262.0,125997.0,97893.0,97877.0,277087.0
2005-12-01,4969.0,143935.0,6761.0,1246.0,1246.0,126045.0,97726.0,97726.0,277987.0
2005-12-02,4968.0,144455.0,6761.0,1266.0,1266.0,126020.0,97621.0,97621.0,278502.0
2005-12-03,4967.0,145295.0,6759.0,1266.0,1422.0,126090.0,97655.0,97499.0,279410.0
2005-12-04,4967.0,145295.0,6759.0,1266.0,1422.0,126090.0,97655.0,97499.0,279410.0
2005-12-05,4966.0,145435.0,6762.0,1297.0,1297.0,126097.0,97799.0,97799.0,279591.0
2005-12-06,4965.0,145375.0,6762.0,1314.0,1327.0,126043.0,97741.0,97727.0,279494.0
2005-12-07,4964.0,145365.0,6763.0,1297.0,1297.0,126126.0,98045.0,98045.0,279551.0
2005-12-08,4963.0,145785.0,6766.0,1325.0,1325.0,126079.0,97917.0,97917.0,279955.0
2005-12-09,4962.0,146355.0,6767.0,1343.0,1813.0,126168.0,98039.0,97569.0,280633.0
2005-12-10,4961.0,147115.0,6773.0,1343.0,1540.0,126191.0,98052.0,97855.0,281422.0
2005-12-11,4961.0,147115.0,6773.0,1343.0,1540.0,126191.0,98052.0,97855.0,281422.0
2005-12-12,4960.0,147465.0,6777.0,1392.0,1392.0,126118.0,97970.0,97970.0,281752.0
2005-12-13,4959.0,147135.0,6778.0,1402.0,1402.0,126093.0,97964.0,97964.0,281408.0
2005-12-14,4958.0,147015.0,6781.0,1310.0,1406.0,126261.0,98007.0,97909.0,281367.0
2005-12-15,4957.0,147175.0,6783.0,1310.0,1310.0,126362.0,98001.0,98001.0,281630.0
2005-12-16,4956.0,147275.0,6785.0,1365.0,1365.0,126357.0,97964.0,97964.0,281782.0
2005-12-17,4955.0,147275.0,6786.0,1365.0,1365.0,126359.0,97970.0,97970.0,281785.0
2005-12-18,4955.0,147275.0,6786.0,1365.0,1365.0,126359.0,97970.0,97970.0,281785.0
2005-12-19,4954.0,146465.0,6794.0,1551.0,1556.0,126200.0,99274.0,99269.0,281010.0
2005-12-20,4953.0,145515.0,6801.0,1571.0,1571.0,126175.0,99223.0,99223.0,280062.0
2005-12-21,4952.0,144985.0,6807.0,1337.0,1337.0,126364.0,99644.0,99644.0,279493.0
2005-12-22,4951.0,145975.0,6822.0,1345.0,1975.0,126334.0,99652.0,99012.0,280476.0
2005-12-23,4950.0,147255.0,6835.0,1356.0,1356.0,126403.0,99596.0,99596.0,281849.0
2005-12-24,4949.0,149425.0,6844.0,1356.0,1356.0,126414.0,99605.0,99605.0,284039.0
2005-12-25,4949.0,149425.0,6844.0,1356.0,1356.0,126414.0,99605.0,99605.0,284039.0
2005-12-26,4949.0,149425.0,6844.0,1356.0,1356.0,126414.0,99605.0,99605.0,284039.0
2005-12-27,4949.0,149425.0,6844.0,1356.0,1356.0,126414.0,99605.0,99605.0,284039.0
2005-12-28,4948.0,147975.0,6888.0,1251.0,1251.0,126665.0,99682.0,99682.0,282779.0
2005-12-29,4947.0,147455.0,6928.0,1251.0,1251.0,126674.0,99686.0,99686.0,282308.0
2005-12-30,4946.0,148095.0,6964.0,1251.0,1311.0,126688.0,99698.0,99638.0,282998.0
2005-12-31,4945.0,149295.0,6964.0,1251.0,1561.0,126717.0,99712.0,99401.0,284227.0
2006-01-01,4945.0,149295.0,6964.0,1251.0,1561.0,126717.0,99712.0,99401.0,284227.0
2006-01-02,4945.0,149295.0,6964.0,1251.0,1561.0,126717.0,99712.0,99401.0,284227.0
2006-01-03,4944.0,147885.0,6986.0,1251.0,1251.0,126724.0,99587.0,99587.0,282846.0
2006-01-04,4943.0,148105.0,7028.0,1270.0,1270.0,126819.0,99708.0,99708.0,283222.0
2006-01-05,4942.0,149035.0,7101.0,1270.0,1270.0,126904.0,99792.0,99792.0,284310.0
2006-01-06,4941.0,149985.0,7212.0,1270.0,1270.0,126943.0,99758.0,99758.0,285410.0
2006-01-07,4940.0,150535.0,7219.0,1270.0,1270.0,126963.0,99770.0,99770.0,285987.0
2006-01-08,4940.0,150535.0,7219.0,1270.0,1270.0,126963.0,99770.0,99770.0,285987.0
2006-01-09,4939.0,150905.0,7247.0,1270.0,1270.0,127007.0,99827.0,99827.0,286429.0
2006-01-10,4938.0,151575.0,7303.0,1270.0,1270.0,127083.0,99802.0,99802.0,287231.0
2006-01-11,4937.0,152075.0,7351.0,1292.0,1292.0,127024.0,99949.0,99949.0,287742.0
2006-01-12,4936.0,153235.0,7409.0,1292.0,1322.0,127046.0,100214.0,100184.0,288982.0
2006-01-13,4935.0,154695.0,7477.0,1292.0,1292.0,127038.0,100276.0,100276.0,290502.0
2006-01-14,4934.0,155315.0,7495.0,1292.0,1292.0,127096.0,100310.0,100310.0,291198.0
2006-01-15,4934.0,155315.0,7495.0,1292.0,1292.0,127096.0,100310.0,100310.0,291198.0
2006-01-16,4933.0,155715.0,7553.0,1292.0,1328.0,127250.0,100357.0,100321.0,291810.0
2006-01-17,4932.0,156045.0,7607.0,1292.0,1452.0,127226.0,100340.0,100180.0,292170.0
2006-01-18,4931.0,156685.0,7635.0,1267.0,1267.0,127247.0,100398.0,100398.0,292834.0
2006-01-19,4930.0,157505.0,7654.0,1267.0,1267.0,127294.0,100661.0,100661.0,293720.0
2006-01-20,4929.0,158635.0,7668.0,1296.0,1296.0,127211.0,101270.0,101270.0,294810.0
2006-01-21,4928.0,160135.0,7676.0,1296.0,1296.0,127204.0,101269.0,101269.0,296311.0
2006-01-22,4928.0,160135.0,7676.0,1296.0,1296.0,127204.0,101269.0,101269.0,296311.0
2006-01-23,4927.0,160585.0,7689.0,1296.0,1348.0,127257.0,100746.0,100694.0,296827.0
2006-01-24,4926.0,161205.0,7693.0,1296.0,1296.0,127310.0,100773.0,100773.0,297504.0
2006-01-25,4925.0,162405.0,7696.0,1248.0,1281.0,127295.0,100839.0,100806.0,298644.0
2006-01-26,4924.0,164695.0,7691.0,1248.0,1248.0,127237.0,101057.0,101057.0,300871.0
2006-01-27,4923.0,167835.0,7675.0,1248.0,1248.0,127222.0,101517.0,101517.0,303980.0
2006-01-28,4923.0,167835.0,7675.0,1248.0,1248.0,127222.0,101517.0,101517.0,303980.0
2006-01-29,4923.0,167835.0,7675.0,1248.0,1248.0,127222.0,101517.0,101517.0,303980.0
2006-01-30,4923.0,167835.0,7675.0,1248.0,1248.0,127222.0,101517.0,101517.0,303980.0
2006-01-31,4923.0,167835.0,7675.0,1248.0,1248.0,127222.0,101517.0,101517.0,303980.0
2006-02-01,4922.0,165095.0,7662.0,1344.0,1349.0,127146.0,101654.0,101649.0,301247.0
2006-02-02,4921.0,163645.0,7651.0,1344.0,1344.0,127067.0,101509.0,101509.0,299707.0
2006-02-03,4920.0,162925.0,7635.0,1344.0,1344.0,127107.0,101473.0,101473.0,299011.0
2006-02-04,4919.0,162705.0,7630.0,1344.0,1344.0,127114.0,101480.0,101480.0,298793.0
2006-02-05,4919.0,162705.0,7630.0,1344.0,1344.0,127114.0,101480.0,101480.0,298793.0
2006-02-06,4918.0,161465.0,7622.0,1344.0,1971.0,127162.0,101253.0,100626.0,297593.0
2006-02-07,4917.0,160065.0,7611.0,1344.0,1344.0,127193.0,101562.0,101562.0,296213.0
2006-02-08,4916.0,158945.0,7599.0,1296.0,1296.0,127207.0,101596.0,101596.0,295047.0
2006-02-09,4915.0,158435.0,7585.0,1296.0,1296.0,127120.0,101526.0,101526.0,294436.0
2006-02-10,4914.0,157875.0,7571.0,1296.0,1296.0,127100.0,101474.0,101474.0,293842.0
2006-02-11,4913.0,157605.0,7561.0,1296.0,1296.0,127109.0,101489.0,101489.0,293571.0
2006-02-12,4913.0,157605.0,7561.0,1296.0,1296.0,127109.0,101489.0,101489.0,293571.0
2006-02-13,4912.0,156495.0,7551.0,1324.0,1324.0,127054.0,101884.0,101884.0,292424.0
2006-02-14,4911.0,155415.0,7535.0,1334.0,1334.0,126987.0,102274.0,102274.0,291271.0
2006-02-15,4910.0,154625.0,7523.0,1310.0,1310.0,126974.0,102079.0,102079.0,290432.0
2006-02-16,4909.0,154245.0,7506.0,1310.0,1310.0,127030.0,101984.0,101984.0,290091.0
2006-02-17,4908.0,153865.0,7488.0,1310.0,1310.0,127068.0,102143.0,102143.0,289731.0
2006-02-18,4907.0,153815.0,7480.0,1310.0,1310.0,127142.0,102175.0,102175.0,289747.0
2006-02-19,4907.0,153815.0,7480.0,1310.0,1310.0,127142.0,102175.0,102175.0,289747.0
2006-02-20,4906.0,153145.0,7472.0,1322.0,1322.0,127222.0,101868.0,101868.0,289161.0
2006-02-21,4905.0,152355.0,7458.0,1322.0,1647.0,127271.0,101655.0,101329.0,288406.0
2006-02-22,4904.0,151815.0,7442.0,1247.0,1247.0,127307.0,101850.0,101850.0,287811.0
2006-02-23,4903.0,151815.0,7427.0,1247.0,1258.0,127422.0,102072.0,102061.0,287911.0
2006-02-24,4902.0,151895.0,7414.0,1257.0,1257.0,127389.0,101544.0,101544.0,287955.0
2006-02-25,4901.0,152155.0,7409.0,1257.0,1257.0,127372.0,101543.0,101543.0,288193.0
2006-02-26,4901.0,152155.0,7409.0,1257.0,1257.0,127372.0,101543.0,101543.0,288193.0
2006-02-27,4900.0,151915.0,7398.0,1302.0,2274.0,127321.0,101363.0,100389.0,287936.0
2006-02-28,4899.0,151745.0,7388.0,1302.0,1307.0,127284.0,100835.0,100830.0,287719.0
2006-03-01,4898.0,151785.0,7372.0,1280.0,1280.0,127331.0,101134.0,101134.0,287768.0
2006-03-02,4897.0,152175.0,7362.0,1279.0,1279.0,127362.0,101211.0,101211.0,288178.0
2006-03-03,4896.0,152315.0,7352.0,1279.0,1398.0,127311.0,101612.0,101493.0,288257.0
2006-03-04,4895.0,152515.0,7347.0,1279.0,1398.0,127332.0,101627.0,101508.0,288473.0
2006-03-05,4895.0,152515.0,7347.0,1279.0,1398.0,127332.0,101627.0,101508.0,288473.0
2006-03-06,4894.0,152245.0,7340.0,1276.0,1276.0,127287.0,101505.0,101505.0,288148.0
2006-03-07,4893.0,151865.0,7330.0,1276.0,1313.0,127224.0,98701.0,98664.0,287695.0
2006-03-08,4892.0,151765.0,7325.0,1301.0,1301.0,127189.0,98645.0,98645.0,287580.0
2006-03-09,4891.0,151825.0,7318.0,1301.0,1301.0,127187.0,98705.0,98705.0,287631.0
2006-03-10,4890.0,152145.0,7309.0,1301.0,1301.0,127221.0,98747.0,98747.0,287976.0
2006-03-11,4889.0,152265.0,7305.0,1301.0,1301.0,127215.0,98748.0,98748.0,288086.0
2006-03-12,4889.0,152265.0,7305.0,1301.0,1301.0,127215.0,98748.0,98748.0,288086.0
2006-03-13,4888.0,151515.0,7301.0,1301.0,1301.0,127172.0,98351.0,98351.0,287289.0
2006-03-14,4887.0,150815.0,7296.0,1301.0,1301.0,127175.0,98017.0,98017.0,286587.0
2006-03-15,4886.0,150315.0,7292.0,1281.0,1286.0,127309.0,100408.0,100402.0,286197.0
2006-03-16,4885.0,150475.0,7286.0,1309.0,1309.0,127295.0,100804.0,100804.0,286365.0
2006-03-17,4884.0,150525.0,7282.0,1378.0,1378.0,127357.0,100744.0,100744.0,286542.0
2006-03-18,4883.0,150585.0,7283.0,1378.0,1633.0,127333.0,100742.0,100487.0,286579.0
2006-03-19,4883.0,150585.0,7283.0,1378.0,1633.0,127333.0,100742.0,100487.0,286579.0
2006-03-20,4882.0,150185.0,7280.0,1525.0,1525.0,127177.0,101292.0,101292.0,286167.0
2006-03-21,4881.0,149755.0,7277.0,1536.0,1536.0,127143.0,101266.0,101266.0,285711.0
2006-03-22,4880.0,149405.0,7268.0,1313.0,1313.0,127289.0,102195.0,102195.0,285275.0
2006-03-23,4879.0,149585.0,7257.0,1313.0,1313.0,127279.0,101684.0,101684.0,285434.0
2006-03-24,4878.0,149755.0,7244.0,1336.0,1963.0,127169.0,101395.0,100767.0,285504.0
2006-03-25,4877.0,150185.0,7240.0,1336.0,1651.0,127282.0,101442.0,101126.0,286043.0
2006-03-26,4877.0,150185.0,7240.0,1336.0,1651.0,127282.0,101442.0,101126.0,286043.0
2006-03-27,4876.0,149985.0,7224.0,1374.0,1374.0,127280.0,101418.0,101418.0,285863.0
2006-03-28,4875.0,149555.0,7210.0,1374.0,1890.0,127312.0,101509.0,100993.0,285451.0
2006-03-29,4874.0,149525.0,7196.0,1294.0,1294.0,127312.0,101562.0,101562.0,285327.0
2006-03-30,4873.0,150065.0,7182.0,1294.0,1294.0,127387.0,101706.0,101706.0,285928.0
2006-03-31,4872.0,150785.0,7179.0,1294.0,1294.0,127349.0,101584.0,101584.0,286607.0
2006-04-01,4871.0,151575.0,7178.0,1294.0,1294.0,127428.0,101618.0,101618.0,287475.0
2006-04-02,4871.0,151575.0,7178.0,1294.0,1294.0,127428.0,101618.0,101618.0,287475.0
2006-04-03,4870.0,151865.0,7170.0,1294.0,1294.0,127364.0,101561.0,101561.0,287693.0
2006-04-04,4869.0,152545.0,7166.0,1294.0,1354.0,127332.0,101627.0,101568.0,288337.0
2006-04-05,4869.0,152545.0,7166.0,1294.0,1354.0,127332.0,101627.0,101568.0,288337.0
2006-04-06,4868.0,152265.0,7158.0,1299.0,1701.0,127419.0,101611.0,101201.0,288141.0
2006-04-07,4867.0,152275.0,7155.0,1299.0,1299.0,127413.0,101594.0,101594.0,288142.0
2006-04-08,4866.0,152205.0,7146.0,1299.0,1299.0,127428.0,101605.0,101605.0,288078.0
2006-04-09,4866.0,152205.0,7146.0,1299.0,1299.0,127428.0,101605.0,101605.0,288078.0
2006-04-10,4865.0,151665.0,7143.0,1299.0,1299.0,127399.0,101389.0,101389.0,287506.0
2006-04-11,4864.0,151645.0,7138.0,1299.0,1299.0,127416.0,101244.0,101244.0,287498.0
2006-04-12,4863.0,152305.0,7131.0,1273.0,1273.0,127475.0,100637.0,100637.0,288184.0
2006-04-13,4862.0,154975.0,7129.0,1273.0,1273.0,127440.0,101277.0,101277.0,290817.0
2006-04-14,4862.0,154975.0,7129.0,1273.0,1273.0,127440.0,101277.0,101277.0,290817.0
2006-04-15,4862.0,154975.0,7129.0,1273.0,1273.0,127440.0,101277.0,101277.0,290817.0
2006-04-16,4862.0,154975.0,7129.0,1273.0,1273.0,127440.0,101277.0,101277.0,290817.0
2006-04-17,4862.0,154975.0,7129.0,1273.0,1273.0,127440.0,101277.0,101277.0,290817.0
2006-04-18,4861.0,152635.0,7132.0,1273.0,1273.0,127484.0,98110.0,98110.0,288524.0
2006-04-19,4860.0,151155.0,7126.0,1247.0,1247.0,127596.0,100740.0,100740.0,287124.0
2006-04-20,4859.0,150485.0,7120.0,1247.0,1247.0,127564.0,101047.0,101047.0,286416.0
2006-04-21,4858.0,150155.0,7114.0,1247.0,1247.0,127574.0,102054.0,102054.0,286090.0
2006-04-22,4857.0,150125.0,7111.0,1247.0,1347.0,127589.0,102384.0,102284.0,286072.0
2006-04-23,4857.0,150125.0,7111.0,1247.0,1347.0,127589.0,102384.0,102284.0,286072.0
2006-04-24,4856.0,149805.0,7110.0,1247.0,1247.0,127619.0,101713.0,101713.0,285781.0
2006-04-25,4855.0,149355.0,7109.0,1247.0,1247.0,127751.0,101647.0,101647.0,285462.0
2006-04-26,4854.0,149355.0,7106.0,1270.0,1333.0,127636.0,101934.0,101871.0,285367.0
2006-04-27,4853.0,150025.0,7104.0,1270.0,1270.0,127576.0,101179.0,101179.0,285975.0
2006-04-28,4852.0,151235.0,7102.0,1357.0,1543.0,127622.0,101205.0,101019.0,287316.0
2006-04-29,4851.0,152775.0,7104.0,1357.0,2400.0,127584.0,101197.0,100152.0,288820.0
2006-04-30,4851.0,152775.0,7104.0,1357.0,2400.0,127584.0,101197.0,100152.0,288820.0
2006-05-01,4851.0,152775.0,7104.0,1357.0,2400.0,127584.0,101197.0,100152.0,288820.0
2006-05-02,4850.0,151895.0,7105.0,1357.0,1368.0,127569.0,100914.0,100903.0,287926.0
2006-05-03,4849.0,152135.0,7102.0,1300.0,1300.0,127680.0,100469.0,100469.0,288217.0
2006-05-04,4848.0,153155.0,7099.0,1300.0,1315.0,127708.0,100523.0,100508.0,289262.0
2006-05-05,4848.0,153155.0,7099.0,1300.0,1315.0,127708.0,100523.0,100508.0,289262.0
2006-05-06,4847.0,152895.0,7098.0,1300.0,1315.0,127716.0,100535.0,100520.0,289009.0
2006-05-07,4847.0,152895.0,7098.0,1300.0,1315.0,127716.0,100535.0,100520.0,289009.0
2006-05-08,4846.0,152355.0,7094.0,1300.0,1300.0,127822.0,100706.0,100706.0,288571.0
2006-05-09,4845.0,152015.0,7094.0,1300.0,1300.0,127836.0,100852.0,100852.0,288245.0
2006-05-10,4844.0,151665.0,7090.0,1270.0,1270.0,127852.0,100788.0,100788.0,287877.0
2006-05-11,4843.0,151715.0,7088.0,1270.0,1270.0,127925.0,100502.0,100502.0,287998.0
2006-05-12,4842.0,151835.0,7085.0,1270.0,1270.0,127905.0,100351.0,100351.0,288095.0
2006-05-13,4841.0,151945.0,7089.0,1270.0,1270.0,127897.0,100348.0,100348.0,288201.0
2006-05-14,4841.0,151945.0,7089.0,1270.0,1270.0,127897.0,100348.0,100348.0,288201.0
2006-05-15,4840.0,151255.0,7090.0,1311.0,1311.0,127765.0,99864.0,99864.0,287421.0
2006-05-16,4839.0,150925.0,7086.0,1311.0,1311.0,127781.0,100753.0,100753.0,287103.0
2006-05-17,4838.0,150595.0,7083.0,1261.0,1261.0,127950.0,100874.0,100874.0,286889.0
2006-05-18,4837.0,150675.0,7083.0,1261.0,1261.0,127901.0,100806.0,100806.0,286920.0
2006-05-19,4836.0,150715.0,7079.0,1261.0,1261.0,127972.0,100834.0,100834.0,287027.0
2006-05-20,4835.0,150805.0,7078.0,1261.0,1261.0,127935.0,100823.0,100823.0,287079.0
2006-05-21,4835.0,150805.0,7078.0,1261.0,1261.0,127935.0,100823.0,100823.0,287079.0
2006-05-22,4834.0,150215.0,7076.0,1261.0,1695.0,127924.0,100770.0,100333.0,286476.0
2006-05-23,4833.0,149625.0,7075.0,1261.0,1414.0,127968.0,101503.0,101337.0,285929.0
2006-05-24,4832.0,149145.0,7074.0,1284.0,1284.0,127933.0,101398.0,101398.0,285436.0
2006-05-25,4831.0,149135.0,7073.0,1293.0,1402.0,127912.0,100939.0,100830.0,285413.0
2006-05-26,4830.0,149515.0,7073.0,1315.0,1335.0,127912.0,100840.0,100820.0,285815.0
2006-05-27,4829.0,150065.0,7075.0,1315.0,1315.0,127921.0,100852.0,100852.0,286376.0
2006-05-28,4829.0,150065.0,7075.0,1315.0,1315.0,127921.0,100852.0,100852.0,286376.0
2006-05-29,4828.0,150575.0,7074.0,1350.0,1350.0,127929.0,100927.0,100927.0,286928.0
2006-05-30,4827.0,151305.0,7076.0,1350.0,1350.0,127894.0,100716.0,100716.0,287625.0
2006-05-31,4827.0,151305.0,7076.0,1350.0,1350.0,127894.0,100716.0,100716.0,287625.0
2006-06-01,4826.0,151155.0,7072.0,1311.0,2063.0,127848.0,100640.0,99887.0,287386.0
2006-06-02,4825.0,151355.0,7067.0,1332.0,1332.0,127906.0,100490.0,100490.0,287660.0
2006-06-03,4824.0,151445.0,7067.0,1332.0,1332.0,127943.0,100510.0,100510.0,287787.0
2006-06-04,4824.0,151445.0,7067.0,1332.0,1332.0,127943.0,100510.0,100510.0,287787.0
2006-06-05,4823.0,150815.0,7063.0,1364.0,1509.0,128100.0,96405.0,96260.0,287342.0
2006-06-06,4822.0,150315.0,7065.0,1382.0,1382.0,128026.0,96002.0,96002.0,286788.0
2006-06-07,4821.0,150075.0,7060.0,1309.0,1309.0,128055.0,95759.0,95759.0,286499.0
2006-06-08,4820.0,150085.0,7059.0,1337.0,1356.0,127992.0,97794.0,97775.0,286473.0
2006-06-09,4819.0,150295.0,7057.0,1355.0,1355.0,127989.0,97440.0,97440.0,286696.0
2006-06-10,4818.0,150305.0,7060.0,1355.0,1400.0,128041.0,97463.0,97419.0,286761.0
2006-06-11,4818.0,150305.0,7060.0,1355.0,1400.0,128041.0,97463.0,97419.0,286761.0
2006-06-12,4817.0,149725.0,7060.0,1412.0,1412.0,128018.0,99142.0,99142.0,286215.0
2006-06-13,4816.0,149415.0,7057.0,1422.0,1422.0,128021.0,98991.0,98991.0,285915.0
2006-06-14,4815.0,149215.0,7057.0,1276.0,1276.0,128164.0,98027.0,98027.0,285712.0
2006-06-15,4814.0,149195.0,7056.0,1276.0,1326.0,128132.0,97792.0,97734.0,285659.0
2006-06-16,4813.0,149335.0,7056.0,1330.0,1360.0,128080.0,98189.0,98159.0,285801.0
2006-06-17,4812.0,149245.0,7056.0,1330.0,1394.0,128085.0,98196.0,98130.0,285716.0
2006-06-18,4812.0,149245.0,7056.0,1330.0,1394.0,128085.0,98196.0,98130.0,285716.0
2006-06-19,4811.0,148855.0,7056.0,1484.0,1484.0,127917.0,98272.0,98272.0,285312.0
2006-06-20,4810.0,148415.0,7055.0,1505.0,1505.0,127844.0,98204.0,98204.0,284819.0
2006-06-21,4809.0,148125.0,7053.0,1332.0,1332.0,128035.0,98372.0,98372.0,284545.0
2006-06-22,4808.0,148285.0,7051.0,1341.0,1341.0,128007.0,98341.0,98341.0,284684.0
2006-06-23,4807.0,148575.0,7050.0,1374.0,1383.0,127880.0,98323.0,98315.0,284879.0
2006-06-24,4806.0,148815.0,7054.0,1374.0,1399.0,127909.0,98338.0,98312.0,285152.0
2006-06-25,4806.0,148815.0,7054.0,1374.0,1399.0,127909.0,98338.0,98312.0,285152.0
2006-06-26,4805.0,148475.0,7057.0,1374.0,1374.0,127924.0,98576.0,98576.0,284830.0
2006-06-27,4804.0,148295.0,7055.0,1374.0,1374.0,127963.0,97596.0,97596.0,284687.0
2006-06-28,4803.0,148395.0,7053.0,1315.0,1315.0,128071.0,97502.0,97502.0,284834.0
