,end_of_date,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
3391,2012-02-28,7.85,7.75,0.5,0.03,0.30214,94.3,148706,148719,0,13,0,0,155525,157268,180948,193111,205178.0,195088.0,0,0,0,-56,148663,0,0,0,0,148663,0,0,0,-11,148652,,,,,,0,0,0,-23,148629
3392,2012-02-27,7.85,7.75,0.5,0.03,0.30286,94.3,148681,148706,0,25,0,0,151480,153992,168886,181230,184196.0,187052.0,0,0,0,13,148719,0,0,0,-56,148663,0,0,0,0,148663,,,,,,0,0,0,-35,148629
3393,2012-02-24,7.85,7.75,0.5,0.03,0.30204,94.3,148672,148681,0,9,0,0,158329,157362,173724,188037,195690.0,197363.0,0,0,0,25,148706,0,0,0,13,148719,0,0,0,-56,148663,,,,,,0,0,0,-35,148629
3394,2012-02-23,7.85,7.75,0.5,0.03,0.30393,94.4,148672,148672,0,0,0,0,151436,151906,163450,178866,178253.0,178215.0,0,0,0,9,148681,0,0,0,25,148706,0,0,0,13,148719,,,,,,0,0,0,-91,148629
3395,2012-02-22,7.85,7.75,0.5,0.03,0.30607,94.4,148672,148672,0,0,0,0,158899,158883,163401,152369,159614.0,167151.0,0,0,0,0,148672,0,0,0,14,148686,0,0,0,25,148711,,,,,,0,0,0,-82,148629
3396,2012-02-21,7.85,7.75,0.5,0.02,0.31714,94.4,148672,148672,0,0,0,0,158345,158430,185932,198022,209038.0,201002.0,0,0,0,0,148672,0,0,0,0,148672,0,0,0,14,148686,,,,,,0,0,0,-57,148629
3397,2012-02-20,7.85,7.75,0.5,0.03,0.33357,94.3,148660,148672,0,12,0,0,155127,157623,167220,173925,182826.0,175225.0,0,0,0,0,148672,0,0,0,-2,148671,0,0,0,0,148671,,,,,,0,0,0,-42,148629
3398,2012-02-17,7.85,7.75,0.5,0.03,0.34071,94.4,148655,148660,0,5,0,0,161540,168276,177157,193012,209014.0,198347.0,0,0,0,12,148672,0,0,0,0,148672,0,0,0,-2,148671,,,,,,0,0,0,-42,148629
3399,2012-02-16,7.85,7.75,0.5,0.03,0.34214,94.5,148648,148655,0,7,0,0,152941,152998,167287,192796,189366.0,189735.0,0,0,0,5,148660,0,0,0,12,148672,0,0,0,0,148672,,,,,,0,0,0,-43,148629
3400,2012-02-15,7.85,7.75,0.5,0.04,0.34143,94.3,148651,148648,0,-3,0,0,155590,162741,173718,164238,188273.0,178736.0,0,0,0,7,148655,0,0,0,5,148660,0,0,0,12,148672,0,0,0,0,148672.0,0,0,0,-43,148629
3401,2012-02-14,7.85,7.75,0.5,0.04,0.3425,94.4,148651,148651,0,0,0,0,151766,156379,169655,180067,191430.0,190544.0,0,0,0,-3,148648,0,0,0,7,148655,0,0,0,5,148660,,,,,,0,0,0,-31,148629
3402,2012-02-13,7.85,7.75,0.5,0.06,0.34429,94.2,148651,148651,0,0,0,0,149997,150899,180059,191637,208321.0,211875.0,0,0,0,0,148651,0,0,0,-4,148647,0,0,0,7,148653,,,,,,0,0,0,-24,148629
3403,2012-02-10,7.85,7.75,0.5,0.06,0.35286,94.1,148651,148651,0,0,0,0,157232,170438,174939,189264,199760.0,202560.0,0,0,0,0,148651,0,0,0,0,148651,0,0,0,-4,148647,,,,,,0,0,0,-18,148629
3404,2012-02-09,7.85,7.75,0.5,0.06,0.36,94.0,149047,148651,0,0,-396,0,152071,167132,170716,186404,193932.0,199392.0,0,0,0,0,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3405,2012-02-08,7.85,7.75,0.5,0.06,0.36,94.1,148657,149047,0,-6,0,396,158942,165141,170616,162423,170352.0,161204.0,0,0,-396,0,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3406,2012-02-07,7.85,7.75,0.5,0.05,0.36,94.1,148657,148657,0,0,0,0,157169,160602,164343,174731,183707.0,174063.0,0,0,0,-6,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3407,2012-02-06,7.85,7.75,0.5,0.06,0.36,94.2,148657,148657,0,0,0,0,158168,158967,179378,196624,206186.0,198134.0,0,0,0,0,148657,0,0,0,-7,148649,0,0,0,0,148649,,,,,,0,0,0,-21,148629
3408,2012-02-03,7.85,7.75,0.5,0.07,0.36,94.1,148657,148657,0,0,0,0,152822,153455,180920,199793,204405.0,201788.0,0,0,0,0,148657,0,0,0,0,148657,0,0,0,-7,148649,,,,,,0,0,0,-21,148629
3409,2012-02-02,7.85,7.75,0.5,0.06,0.36,94.1,148662,148657,0,0,-5,0,151726,152167,179831,180237,197949.0,197428.0,0,0,0,0,148657,0,0,0,0,148657,0,0,0,0,148657,,,,,,0,0,0,-28,148629
3410,2012-02-01,7.85,7.75,0.5,0.05,0.36,94.3,148660,148662,0,-3,0,5,151750,151925,175862,164852,180638.0,170927.0,0,0,-5,0,148657,0,0,0,0,148657,0,0,0,0,148657,,,,,,0,0,0,-28,148629
3411,2012-01-31,7.85,7.75,0.5,0.06,0.36071,94.3,148660,148660,0,0,0,0,154086,165878,178351,186948,204069.0,201906.0,0,0,0,-3,148657,0,0,0,0,148657,0,0,0,0,148657,,,,,,0,0,0,-28,148629
3412,2012-01-30,7.85,7.75,0.5,0.04,0.36,94.4,148660,148660,0,0,0,0,153243,158962,175382,182433,194759.0,195320.0,0,0,0,0,148660,0,0,0,-3,148657,0,0,0,0,148657,,,,,,0,0,0,-28,148629
3413,2012-01-27,7.85,7.75,0.5,0.04,0.35857,94.4,148660,148660,0,0,0,0,154293,166435,184233,202145,211022.0,213581.0,0,0,0,0,148660,0,0,0,0,148660,0,0,0,-3,148657,,,,,,0,0,0,-28,148629
3414,2012-01-26,7.85,7.75,0.5,0.03,0.35929,94.5,148658,148660,0,2,0,0,160224,170193,182339,162767,190815.0,187451.0,0,0,0,0,148660,0,0,0,0,148660,0,0,0,0,148660,,,,,,0,0,0,-31,148629
3415,2012-01-20,7.85,7.75,0.5,0.05,0.36,94.7,148678,148658,0,0,-20,0,154602,163297,181515,194494,211811.0,210923.0,0,0,0,2,148660,0,0,0,0,148660,0,0,0,0,148660,,,,,,0,0,0,-31,148629
3416,2012-01-19,7.85,7.75,0.5,0.04,0.36,94.7,148658,148678,0,0,0,20,155845,168697,182499,198288,219756.0,214031.0,0,0,-20,0,148658,0,0,0,0,148657,0,0,0,0,148657,,,,,,0,0,0,-29,148629
3417,2012-01-18,7.85,7.75,0.5,0.03,0.35929,94.8,148662,148658,0,-4,0,0,159456,162410,180195,176340,186716.0,178206.0,0,0,0,0,148658,0,0,0,0,148658,0,0,0,1,148659,,,,,,0,0,0,-30,148629
3418,2012-01-17,7.85,7.75,0.5,0.04,0.35929,94.9,148662,148662,0,0,0,0,165347,167060,172191,192874,204879.0,204789.0,0,0,0,-4,148658,0,0,0,0,148658,0,0,0,0,148658,,,,,,0,0,0,-29,148629
3419,2012-01-16,7.85,7.75,0.5,0.04,0.36,95.1,148662,148662,0,0,0,0,154881,155641,165779,167856,176270.0,170002.0,0,0,0,0,148662,0,0,0,-7,148655,0,0,0,0,148655,,,,,,0,0,0,-26,148629
3420,2012-01-13,7.85,7.75,0.5,0.04,0.36,94.9,148662,148662,0,0,0,0,154685,160876,181135,203621,205525.0,206798.0,0,0,0,0,148662,0,0,0,0,148662,0,0,0,-7,148655,,,,,,0,0,0,-26,148629
3421,2012-01-12,7.85,7.75,0.5,0.03,0.36,95.1,148662,148662,0,0,0,0,153261,178953,185470,199869,210321.0,214645.0,0,0,0,0,148662,0,0,0,0,148662,0,0,0,0,148662,,,,,,0,0,0,-33,148629
3422,2012-01-11,7.85,7.75,0.5,0.04,0.36,95.1,148651,148662,0,11,0,0,155331,165663,173177,164231,173905.0,176926.0,0,0,0,0,148662,0,0,0,0,148662,0,0,0,0,148662,,,,,,0,0,0,-33,148629
3423,2012-01-10,7.85,7.75,0.5,0.07,0.36,95.1,149499,148651,0,0,-848,0,155995,156522,168364,178720,184436.0,184542.0,0,0,0,11,148662,0,0,0,0,148662,0,0,0,0,148662,,,,,,0,0,0,-33,148629
3424,2012-01-09,7.85,7.75,0.5,0.1,0.35929,95.2,148651,149499,0,0,0,848,157450,165345,182553,193155,195114.0,196893.0,0,0,-848,0,148651,0,0,0,10,148661,0,0,0,0,148661,,,,,,0,0,0,-32,148629
3425,2012-01-06,7.85,7.75,0.5,0.14,0.36,95.1,148651,148651,0,0,0,0,151841,159832,172678,193134,209294.0,200875.0,0,0,0,0,148651,0,0,0,0,148651,0,0,0,10,148661,,,,,,0,0,0,-32,148629
3426,2012-01-05,7.85,7.75,0.5,0.2,0.36241,94.9,148651,148651,0,0,0,0,161098,161164,176496,197592,204981.0,198909.0,0,0,0,0,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3427,2012-01-04,7.85,7.75,0.5,0.15,0.34,94.7,148684,148651,0,-33,0,0,156882,157150,164056,167314,175815.0,176590.0,0,0,0,0,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3428,2012-01-03,7.85,7.75,0.5,0.13,0.34,94.8,148684,148684,0,0,0,0,155597,155621,185896,196836,206812.0,203289.0,0,0,0,33,148651,0,0,0,0,148651,0,0,0,0,148651,,,,,,0,0,0,-22,148629
3429,2011-12-30,7.85,7.75,0.5,0.35,0.34071,82.6,148689,148684,0,0,-5,0,158759,165643,175475,194091,195481.0,199388.0,0,0,0,0,148684,0,0,0,-35,148649,0,0,0,0,148649,,,,,,0,0,0,-21,148629
3430,2011-12-29,7.85,7.75,0.5,0.28,0.34,82.6,148684,148689,0,0,0,5,152636,157662,161149,182254,190604.0,188286.0,0,0,-5,0,148684,0,0,0,0,148684,0,0,0,-35,148649,,,,,,0,0,0,-21,148629
3431,2011-12-28,7.85,7.75,0.5,0.44,0.33357,82.4,148680,148684,0,4,0,0,157199,158255,143762,149226,165311.0,200295.0,0,0,0,0,148684,0,0,0,0,148684,0,0,0,0,148684,,,,,,0,0,0,-55,148629
3432,2011-12-23,7.85,7.75,0.5,0.11,0.32857,82.5,148653,148680,0,27,0,0,152030,155709,169037,178224,185825.0,179051.0,0,0,0,4,148684,0,0,0,0,148684,0,0,0,0,148684,,,,,,0,0,0,-55,148629
3433,2011-12-22,7.85,7.75,0.5,0.05,0.31143,82.5,148645,148653,0,9,0,0,158016,158076,167576,181990,189011.0,178225.0,0,0,0,27,148680,0,0,0,1,148682,0,0,0,0,148682,,,,,,0,0,0,-53,148629
3434,2011-12-21,7.85,7.75,0.5,0.05,0.31071,82.4,148813,148645,0,-168,0,0,154561,163626,168422,154859,164408.0,161174.0,0,0,0,9,148653,0,0,0,27,148680,0,0,0,1,148682,,,,,,0,0,0,-53,148629
3435,2011-12-20,7.85,7.75,0.5,0.05,0.31,82.6,148800,148813,0,12,0,0,162128,163221,175650,184296,196076.0,199935.0,0,0,0,-168,148645,0,0,0,9,148653,0,0,0,27,148680,,,,,,0,0,0,-52,148629
3436,2011-12-19,7.85,7.75,0.5,0.05,0.30071,82.7,148702,148800,0,99,0,0,151331,153411,162492,167871,183685.0,176248.0,0,0,0,12,148813,0,0,0,-171,148642,0,0,0,9,148650,,,,,,0,0,0,-22,148629
3437,2011-12-16,7.85,7.75,0.5,0.05,0.29929,82.7,148680,148702,0,32,-10,0,150066,151563,162198,179996,188825.0,183174.0,0,0,0,99,148800,0,0,0,12,148813,0,0,0,-171,148642,,,,,,0,0,0,-13,148629
3438,2011-12-15,7.85,7.75,0.5,0.05,0.29,82.8,148670,148680,0,0,0,10,154776,158412,170531,175185,187231.0,180031.0,0,0,-10,32,148702,0,0,0,145,148847,0,0,0,12,148859,,,,,,0,0,0,-230,148629
3439,2011-12-14,7.85,7.75,0.5,0.05,0.28,82.7,148744,148670,0,-74,0,0,155579,155916,190902,165652,179751.0,171435.0,0,0,0,0,148670,0,0,0,32,148702,0,0,0,145,148847,,,,,,0,0,0,-218,148629
3440,2011-12-13,7.85,7.75,0.5,0.04,0.28,82.5,148736,148744,0,8,0,0,153293,158306,176666,183055,187191.0,186608.0,0,0,0,-74,148670,0,0,0,0,148670,0,0,0,32,148702,,,,,,0,0,0,-73,148629
3441,2011-12-12,7.85,7.75,0.5,0.04,0.28,82.3,148730,148736,0,7,0,0,156156,157263,173163,184170,188245.0,188622.0,0,0,0,8,148744,0,0,0,-77,148668,0,0,0,0,148668,,,,,,0,0,0,-39,148629
3442,2011-12-09,7.85,7.75,0.5,0.04,0.28,82.4,148726,148730,0,4,0,0,159680,162207,179802,188323,197691.0,193042.0,0,0,0,7,148736,0,0,0,8,148744,0,0,0,-77,148668,,,,,,0,0,0,-39,148629
3443,2011-12-08,7.85,7.75,0.5,0.05,0.27786,82.2,148719,148726,0,7,0,0,152665,159765,166134,183636,189865.0,188601.0,0,0,0,4,148730,0,0,0,7,148736,0,0,0,8,148744,,,,,,0,0,0,-115,148629
3444,2011-12-07,7.85,7.75,0.5,0.04,0.27,82.2,148734,148719,0,-15,0,0,150482,158440,175463,169594,179695.0,181632.0,0,0,0,7,148726,0,0,0,4,148730,0,0,0,7,148736,,,,,,0,0,0,-108,148629
3445,2011-12-06,7.85,7.75,0.5,0.04,0.26,82.3,148714,148734,0,19,0,0,157480,158371,178509,185101,190477.0,188004.0,0,0,0,-15,148719,0,0,0,7,148726,0,0,0,4,148730,,,,,,0,0,0,-101,148629
3446,2011-12-05,7.85,7.75,0.5,0.04,0.25,82.3,148672,148714,0,43,0,0,152905,152998,170036,178042,187547.0,197385.0,0,0,0,19,148734,0,0,0,-17,148716,0,0,0,17,148734,,,,,,0,0,0,-105,148629
3447,2011-12-02,7.85,7.75,0.5,0.04,0.24071,82.2,148660,148672,0,12,0,0,153736,157223,162901,172415,179778.0,184482.0,0,0,0,43,148714,0,0,0,19,148734,0,0,0,-17,148716,,,,,,0,0,0,-88,148629
3448,2011-12-01,7.85,7.75,0.5,0.04,0.24,82.2,148660,148660,0,0,0,0,151450,153962,159066,168417,186362.0,190848.0,0,0,0,12,148672,0,0,0,31,148703,0,0,0,19,148722,,,,,,0,0,0,-94,148629
3449,2011-11-30,7.85,7.75,0.5,0.04,0.23071,82.5,148686,148660,0,-26,0,0,156449,158173,174590,157971,184777.0,217582.0,0,0,0,0,148660,0,0,0,12,148672,0,0,0,31,148703,,,,,,0,0,0,-74,148629
3450,2011-11-29,7.85,7.75,0.5,0.03,0.23071,82.4,148686,148686,0,0,0,0,156063,156894,176321,184947,202814.0,195412.0,0,0,0,-26,148660,0,0,0,0,148660,0,0,0,12,148672,,,,,,0,0,0,-43,148629
3451,2011-11-28,7.85,7.75,0.5,0.04,0.23,82.5,148684,148686,0,2,0,0,152073,153547,159601,173111,197134.0,182840.0,0,0,0,0,148686,0,0,0,-29,148657,0,0,0,0,148657,,,,,,0,0,0,-29,148629
3452,2011-11-25,7.85,7.75,0.5,0.04,0.22857,82.4,148679,148684,0,5,0,0,151928,151936,169355,177711,199561.0,204274.0,0,0,0,2,148686,0,0,0,0,148686,0,0,0,-29,148657,,,,,,0,0,0,-29,148629
3453,2011-11-24,7.85,7.75,0.5,0.03,0.22,82.2,148656,148679,0,23,0,0,151805,158155,159410,171871,182076.0,178550.0,0,0,0,5,148684,0,0,0,2,148686,0,0,0,0,148686,,,,,,0,0,0,-58,148629
3454,2011-11-23,7.85,7.75,0.5,0.03,0.22,82.1,148652,148656,0,5,0,0,151465,152213,164335,144794,174014.0,179984.0,0,0,0,23,148679,0,0,0,5,148684,0,0,0,2,148686,,,,,,0,0,0,-58,148629
3455,2011-11-22,7.85,7.75,0.5,0.04,0.22,82.1,148640,148652,0,12,0,0,156642,156967,167498,175747,189786.0,192254.0,0,0,0,5,148656,0,0,0,23,148679,0,0,0,5,148684,,,,,,0,0,0,-55,148629
3456,2011-11-21,7.85,7.75,0.5,0.04,0.22,82.0,148656,148640,0,-16,0,0,157213,157314,159403,172258,199860.0,202809.0,0,0,0,12,148652,0,0,0,3,148655,0,0,0,23,148678,0,0,0,5,148683.0,0,0,0,-54,148629
3457,2011-11-18,7.85,7.75,0.5,0.03,0.22,82.0,148653,148656,0,4,0,0,155872,163449,178377,200027,204818.0,196006.0,0,0,0,-16,148640,0,0,0,12,148652,0,0,0,3,148655,,,,,,0,0,0,-26,148629
3458,2011-11-17,7.85,7.75,0.5,0.03,0.22,82.0,148646,148653,0,7,0,0,152641,160744,179011,189496,197964.0,199774.0,0,0,0,4,148656,0,0,0,-16,148640,0,0,0,12,148652,,,,,,0,0,0,-23,148629
3459,2011-11-16,7.85,7.75,0.5,0.03,0.22,82.0,148652,148646,0,-6,0,0,152107,163315,177722,158347,179802.0,185333.0,0,0,0,7,148653,0,0,0,4,148656,0,0,0,-16,148640,,,,,,0,0,0,-11,148629
3460,2011-11-15,7.85,7.75,0.5,0.03,0.22036,81.9,148652,148652,0,0,0,0,154097,154062,167340,169248,187938.0,175002.0,0,0,0,-6,148646,0,0,0,7,148653,0,0,0,4,148656,,,,,,0,0,0,-28,148629
3461,2011-11-14,7.85,7.75,0.5,0.03,0.22,81.7,148652,148652,0,0,0,0,157304,161752,170122,191033,221012.0,221899.0,0,0,0,0,148652,0,0,0,-7,148645,0,0,0,7,148652,,,,,,0,0,0,-23,148629
3462,2011-11-11,7.85,7.75,0.5,0.02,0.22143,81.9,148652,148652,0,0,0,0,150437,150280,167695,184250,185697.0,168963.0,0,0,0,0,148652,0,0,0,0,148652,0,0,0,-7,148645,,,,,,0,0,0,-16,148629
3463,2011-11-10,7.85,7.75,0.5,0.03,0.22071,82.0,148652,148652,0,0,0,0,151233,154372,167237,173385,202211.0,198571.0,0,0,0,0,148652,0,0,0,0,148652,0,0,0,0,148652,,,,,,0,0,0,-23,148629
3464,2011-11-09,7.85,7.75,0.5,0.03,0.22,81.7,148644,148652,0,9,0,0,153354,154525,161444,138911,157277.0,156931.0,0,0,0,0,148652,0,0,0,0,148652,0,0,0,0,148652,,,,,,0,0,0,-23,148629
3465,2011-11-08,7.85,7.75,0.5,0.03,0.22,81.8,148644,148644,0,0,0,0,156571,157456,161439,173784,185437.0,176856.0,0,0,0,9,148652,0,0,0,0,148652,0,0,0,0,148652,0,0,0,0,148652.0,0,0,0,-23,148629
3466,2011-11-07,7.85,7.75,0.5,0.03,0.22,81.9,148644,148644,0,0,0,0,158539,160067,168890,198346,207682.0,207791.0,0,0,0,0,148644,0,0,0,6,148650,0,0,0,0,148650,,,,,,0,0,0,-21,148629
3467,2011-11-04,7.85,7.75,0.5,0.03,0.22,81.8,148644,148644,0,0,0,0,156020,156525,182262,200064,215242.0,205070.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,6,148650,,,,,,0,0,0,-21,148629
3468,2011-11-03,7.85,7.75,0.5,0.03,0.22,82.0,148644,148644,0,0,0,0,164482,169832,180591,193744,177004.0,200938.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3469,2011-11-02,7.85,7.75,0.5,0.02,0.22,81.9,148637,148644,0,7,0,0,159367,164154,170451,166544,186699.0,179216.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3470,2011-11-01,7.85,7.75,0.5,0.02,0.22,81.9,148675,148637,0,0,-38,0,158416,158621,182255,194764,212357.0,219241.0,0,0,0,7,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3471,2011-10-31,7.85,7.75,0.5,0.02,0.21,81.7,148637,148675,0,0,0,38,155436,161471,170269,190294,195915.0,192941.0,0,0,-38,0,148637,0,0,0,5,148642,0,0,0,0,148642,,,,,,0,0,0,-13,148629
3472,2011-10-28,7.85,7.75,0.5,0.01,0.21,81.3,148637,148637,0,0,0,0,155607,156057,168992,187836,197666.0,204578.0,0,0,0,0,148637,0,0,0,0,148637,0,0,0,5,148642,,,,,,0,0,0,-13,148629
3473,2011-10-27,7.85,7.75,0.5,0.02,0.21,81.5,148637,148637,0,0,0,0,156303,164567,184611,194346,202912.0,202526.0,0,0,0,0,148637,0,0,0,0,148637,0,0,0,0,148637,,,,,,0,0,0,-8,148629
3474,2011-10-26,7.85,7.75,0.5,0.01,0.21,81.7,148642,148637,0,-6,0,0,153981,154234,171510,167923,181082.0,180531.0,0,0,0,0,148637,0,0,0,0,148637,0,0,0,0,148637,,,,,,0,0,0,-8,148629
3475,2011-10-25,7.85,7.75,0.5,0.01,0.21,81.6,148642,148642,0,0,0,0,158218,158737,173778,180754,196836.0,198612.0,0,0,0,-6,148637,0,0,0,0,148637,0,0,0,0,148637,,,,,,0,0,0,-8,148629
3476,2011-10-24,7.85,7.75,0.5,0.01,0.21036,81.7,148642,148642,0,0,0,0,158240,161047,181733,187564,193671.0,192179.0,0,0,0,0,148642,0,0,0,-6,148636,0,0,0,0,148636,,,,,,0,0,0,-7,148629
3477,2011-10-21,7.85,7.75,0.5,0.02,0.21036,82.0,148642,148642,0,0,0,0,157823,171615,179512,186965,190844.0,192277.0,0,0,0,0,148642,0,0,0,0,148642,0,0,0,-6,148636,,,,,,0,0,0,-7,148629
3478,2011-10-20,7.85,7.75,0.5,0.02,0.21071,82.0,148642,148642,0,0,0,0,165633,169902,181945,188698,195258.0,200427.0,0,0,0,0,148642,0,0,0,0,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3479,2011-10-19,7.85,7.75,0.5,0.01,0.21107,81.9,148650,148642,0,-7,0,0,153452,155031,168189,156152,161481.0,168180.0,0,0,0,0,148642,0,0,0,0,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3480,2011-10-18,7.85,7.75,0.5,0.01,0.21107,82.1,148650,148650,0,0,0,0,157231,159271,179864,180155,190455.0,186346.0,0,0,0,-7,148642,0,0,0,0,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3481,2011-10-17,7.85,7.75,0.5,0.01,0.21143,81.9,148650,148650,0,0,0,0,162063,162915,170936,186328,190750.0,191133.0,0,0,0,0,148650,0,0,0,-9,148641,0,0,0,0,148641,,,,,,0,0,0,-12,148629
3482,2011-10-14,7.85,7.75,0.5,0.01,0.21071,82.1,148650,148650,0,0,0,0,151623,157236,171883,185700,189206.0,190303.0,0,0,0,0,148650,0,0,0,0,148650,0,0,0,-9,148641,,,,,,0,0,0,-12,148629
3483,2011-10-13,7.85,7.75,0.5,0.01,0.21071,82.1,148650,148650,0,0,0,0,153213,157135,176237,188730,197175.0,192286.0,0,0,0,0,148650,0,0,0,0,148650,0,0,0,0,148650,,,,,,0,0,0,-21,148629
3484,2011-10-12,7.85,7.75,0.5,0.01,0.21107,82.2,148643,148650,0,6,0,0,153454,157178,172722,155364,164296.0,163608.0,0,0,0,0,148650,0,0,0,0,148650,0,0,0,0,148650,,,,,,0,0,0,-21,148629
3485,2011-10-11,7.85,7.75,0.5,0.01,0.21107,82.1,148643,148643,0,0,0,0,154785,156405,166232,190508,195553.0,192773.0,0,0,0,6,148650,0,0,0,0,148650,0,0,0,0,148650,,,,,,0,0,0,-21,148629
3486,2011-10-10,7.85,7.75,0.5,0.01,0.21143,82.3,148643,148643,0,0,0,0,156223,159489,170892,171494,179945.0,176897.0,0,0,0,0,148643,0,0,0,4,148647,0,0,0,0,148647,,,,,,0,0,0,-18,148629
3487,2011-10-07,7.85,7.75,0.5,0.01,0.21071,82.4,148643,148643,0,0,0,0,151623,154729,171229,192478,204994.0,205463.0,0,0,0,0,148643,0,0,0,0,148643,0,0,0,4,148647,,,,,,0,0,0,-18,148629
3488,2011-10-06,7.85,7.75,0.5,0.02,0.21143,82.6,148661,148643,0,-18,0,0,157213,170150,181680,171512,185576.0,186841.0,0,0,0,0,148643,0,0,0,0,148643,0,0,0,0,148643,,,,,,0,0,0,-14,148629
3489,2011-10-04,7.85,7.75,0.5,0.02,0.21179,82.7,148661,148661,0,0,0,0,153231,156768,180023,182115,201079.0,199758.0,0,0,0,-18,148643,0,0,0,0,148643,0,0,0,0,148643,0,0,0,0,148643.0,0,0,0,-14,148629
3490,2011-10-03,7.85,7.75,0.5,0.02,0.21036,82.5,148661,148661,0,0,0,0,157213,167135,179029,182191,204313.0,209132.0,0,0,0,0,148661,0,0,0,-19,148642,0,0,0,0,148642,,,,,,0,0,0,-13,148629
3491,2011-09-30,7.85,7.75,0.5,0.01,0.21,82.3,148661,148661,0,0,0,0,154280,155316,187718,196777,210328.0,212557.0,0,0,0,0,148661,0,0,0,0,148661,0,0,0,-19,148642,,,,,,0,0,0,-13,148629
3492,2011-09-28,7.85,7.75,0.5,0.01,0.21143,82.1,148632,148661,0,29,0,0,155443,163749,183419,155470,166441.0,167228.0,0,0,0,0,148661,0,0,0,0,148661,0,0,0,0,148661,,,,,,0,0,0,-32,148629
3493,2011-09-27,7.85,7.75,0.5,0.01,0.21,82.1,148642,148632,0,0,-10,0,152683,155718,174119,185968,194107.0,186130.0,0,0,0,29,148661,0,0,0,0,148661,0,0,0,0,148661,,,,,,0,0,0,-32,148629
3494,2011-09-26,7.85,7.75,0.5,0.01,0.21,82.3,148594,148642,0,39,0,10,163135,163162,175214,186318,204474.0,208336.0,0,0,-10,0,148632,0,0,0,28,148660,0,0,0,0,148660,,,,,,0,0,0,-31,148629
3495,2011-09-23,7.85,7.75,0.5,0.01,0.21,82.1,148689,148594,0,0,-96,0,159331,161846,174604,183377,190654.0,198393.0,0,0,0,39,148632,0,0,0,0,148632,0,0,0,28,148660,,,,,,0,0,0,-31,148629
3496,2011-09-22,7.85,7.75,0.5,0.01,0.21,82.1,148585,148689,0,9,0,96,152964,153032,182558,165241,198321.0,201905.0,0,0,-96,0,148594,0,0,0,39,148632,0,0,0,0,148632,,,,,,0,0,0,-3,148629
3497,2011-09-21,7.85,7.75,0.5,0.01,0.21,81.7,148739,148585,0,-154,0,0,154713,154863,168663,152132,167889.0,160996.0,0,0,0,9,148594,0,0,0,0,148594,0,0,0,39,148632,,,,,,0,0,0,-3,148629
3498,2011-09-20,7.85,7.75,0.5,0.01,0.21,81.7,148738,148739,0,1,0,0,154658,154751,177894,192015,193043.0,194061.0,0,0,0,-154,148585,0,0,0,9,148594,0,0,0,0,148594,,,,,,0,0,0,35,148629
3499,2011-09-19,7.85,7.75,0.5,0.01,0.21,81.6,148649,148738,0,89,0,0,157769,162458,185824,188775,196382.0,195753.0,0,0,0,1,148739,0,0,0,-155,148583,0,0,0,9,148592,,,,,,0,0,0,37,148629
3500,2011-09-16,7.85,7.75,0.5,0.01,0.21,81.4,148649,148649,0,0,0,0,155339,175683,186244,192886,209209.0,209963.0,0,0,0,89,148738,0,0,0,1,148739,0,0,0,-155,148583,,,,,,0,0,0,45,148629
