,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
1173,2021-02-23,576705,13480,457511,457511,1068975,1012608,1012608,2116671
1174,2021-02-22,579065,13493,457511,457531,1068950,1013741,1013721,2119019
1175,2021-02-19,581025,13493,457466,457466,1069073,1014772,1014772,2121057
1176,2021-02-18,582675,13493,457466,457466,1069071,1015021,1015021,2122705
1177,2021-02-17,585285,13493,457466,457466,1069052,1016363,1016363,2125296
1178,2021-02-16,588795,13497,457463,457463,1069139,1013214,1013214,2128894
1179,2021-02-11,591575,13497,457463,457463,1069117,1015750,1015750,2131652
1180,2021-02-10,581995,13497,457463,457463,1069092,1014448,1014448,2122047
1181,2021-02-09,581885,13501,457464,457464,1069097,1012619,1012619,2121947
1182,2021-02-08,582875,13501,457464,457464,1069071,1012923,1012923,2122911
1183,2021-02-05,579055,13498,457464,457464,1069081,1013593,1013593,2119098
1184,2021-02-04,578315,13501,457464,457779,1069064,1013756,1013438,2118344
1185,2021-02-03,577825,13496,457464,457464,1069039,1013469,1013469,2117824
1186,2021-02-02,577075,13496,457463,457463,1069100,1015092,1015092,2117134
1187,2021-02-01,577295,13494,457463,457463,1069102,1013692,1013692,2117354
1188,2021-01-29,572445,13494,457463,457463,1069115,1014483,1014483,2112517
1189,2021-01-28,570825,13494,457463,457463,1069140,1014585,1014585,2110922
1190,2021-01-27,570745,13490,457463,457463,1069141,1014625,1014625,2110839
1191,2021-01-26,570025,13480,457474,457474,1069153,1012890,1012890,2110132
1192,2021-01-25,569695,13471,457474,457474,1068164,1012416,1012416,2108804
1193,2021-01-22,565005,13456,457474,457474,1069111,1012708,1012708,2105046
1194,2021-01-21,563225,13425,457474,457474,1069116,1013299,1013299,2103240
1195,2021-01-20,562325,13406,457474,457474,1069121,1014079,1014079,2102326
1196,2021-01-19,561705,13391,457469,457469,1069132,1007630,1007630,2101697
1197,2021-01-18,561695,13377,457469,457469,1069112,1007767,1007767,2101653
1198,2021-01-15,558585,13364,457469,457469,1069101,1007477,1007477,2098519
1199,2021-01-14,556655,13309,457469,457469,1069079,1008426,1008426,2096512
1200,2021-01-13,556995,13302,457469,457469,1069068,1009293,1009293,2096834
1201,2021-01-12,557845,13297,457463,457463,1069081,1007438,1007438,2097686
1202,2021-01-11,559185,13287,457463,457489,1069110,1007563,1007537,2099045
1203,2021-01-08,557105,13281,457463,457463,1069098,1008590,1008590,2096947
1204,2021-01-07,556855,13251,457463,457463,1069135,1006961,1006961,2096704
1205,2021-01-06,557895,13171,457463,457463,1069149,1006522,1006522,2097678
1206,2021-01-05,559205,13168,457466,457466,1069203,997058,997058,2099042
1207,2021-01-04,560825,13168,457466,461767,1069195,997352,993042,2100654
1208,2020-12-31,559515,13173,457466,457466,1069154,997386,997386,2099308
1209,2020-12-30,558775,13170,457466,457466,1069194,1000138,1000138,2098605
1210,2020-12-29,560635,13168,457459,457459,1069187,1001902,1001902,2100449
1211,2020-12-28,563325,13164,457459,457464,1069184,1001885,1001879,2103132
1212,2020-12-24,566805,13159,457459,457459,1069197,1002041,1002041,2106620
1213,2020-12-23,561095,13159,457459,457459,1069197,1002441,1002441,2100910
1214,2020-12-22,562985,13152,457465,457465,1069212,1001352,1001352,2102814
1215,2020-12-21,565345,13149,457465,457465,1069184,1002297,1002297,2105143
1216,2020-12-18,564745,13144,457458,457980,1069189,1002325,1001800,2104536
1217,2020-12-17,566295,13144,457458,457458,1069189,1001915,1001915,2106086
1218,2020-12-16,568025,13139,457458,457458,1069191,1003473,1003473,2107813
1219,2020-12-15,570665,13143,457462,457462,1069190,1003985,1003985,2110460
1220,2020-12-14,572405,13146,457462,457462,1069164,1008097,1008097,2112177
1221,2020-12-11,570625,13146,457462,457462,1069155,1012485,1012485,2110388
1222,2020-12-10,570165,13145,457462,457467,1069158,1011378,1011373,2109930
1223,2020-12-09,570465,13146,457462,457462,1069155,1014766,1014766,2110228
1224,2020-12-08,570955,13144,457480,457480,1069142,1015446,1015446,2110721
1225,2020-12-07,572605,13143,457476,457476,1069153,1015432,1015432,2112377
1226,2020-12-04,570375,13143,457468,457468,1069163,1014308,1014308,2110149
1227,2020-12-03,570175,13141,457465,457465,1069155,1014303,1014303,2109936
1228,2020-12-02,570095,13140,457461,457461,1069161,1014919,1014919,2109857
1229,2020-12-01,570355,13139,457431,457431,1069216,1014976,1014976,2110141
1230,2020-11-30,571075,13141,457431,457431,1069211,1014838,1014838,2110858
1231,2020-11-27,566865,13145,457435,457435,1069215,1014576,1014576,2106660
1232,2020-11-26,566425,13145,457445,457445,1069207,1014723,1014723,2106222
1233,2020-11-25,566495,13145,457448,457448,1069206,1014906,1014906,2106294
1234,2020-11-24,567305,13143,457463,457463,1069211,1011110,1011110,2107122
1235,2020-11-23,567805,13142,457470,457470,1069251,1012471,1012471,2107668
1236,2020-11-20,565865,13140,457451,457451,1069271,1013097,1013097,2105727
1237,2020-11-19,565625,13140,457457,457457,1069249,1013358,1013358,2105471
1238,2020-11-18,565985,13138,457457,457457,1069246,1012432,1012432,2105826
1239,2020-11-17,566655,13138,457455,457455,1069236,1010954,1010954,2106484
1240,2020-11-16,568255,13140,457455,457455,1069238,1009217,1009217,2108088
1241,2020-11-13,566435,13140,457455,457455,1069224,1011659,1011659,2106254
1242,2020-11-12,566425,13140,457455,457455,1069297,1009072,1009072,2106317
1243,2020-11-11,566805,13138,457455,457455,1069283,1009078,1009078,2106681
1244,2020-11-10,567635,13139,457458,457458,1069325,1008665,1008665,2107557
1245,2020-11-09,569485,13141,457458,457458,1069330,1008632,1008632,2109414
1246,2020-11-06,571645,13138,457458,457458,1069319,1008810,1008810,2111560
1247,2020-11-05,567045,13139,457458,457458,1069320,1008758,1008758,2106962
1248,2020-11-04,567295,13139,457458,457458,1069279,1009979,1009979,2107171
1249,2020-11-03,567915,13139,457463,457463,1069266,1009645,1009645,2107783
1250,2020-11-02,569555,13143,457463,458262,1069220,974528,973728,2109381
1251,2020-10-30,566225,13142,457463,457463,1069203,972839,972839,2106033
1252,2020-10-29,566095,13140,449636,449636,1069235,973306,973306,2098106
1253,2020-10-28,567095,13141,417837,417845,1069212,973509,973501,2067285
1254,2020-10-27,568545,13143,387828,387898,1069207,972808,972738,2038723
1255,2020-10-23,570545,13139,372855,372855,1069197,972629,972629,2025736
1256,2020-10-22,564675,13138,364717,364717,1069193,972405,972405,2011723
1257,2020-10-21,565065,13139,353867,353867,1069174,972260,972260,2001245
1258,2020-10-20,565725,13136,327531,327531,1069226,971541,971541,1975618
1259,2020-10-19,567055,13139,315379,315538,1069230,971879,971719,1964803
1260,2020-10-16,565895,13137,310109,310109,1069239,974372,974372,1958380
1261,2020-10-15,565185,13136,304576,304576,1069246,972969,972969,1952143
1262,2020-10-14,566845,13138,293695,293695,1069227,973020,973020,1942905
1263,2020-10-13,568895,13138,280148,280148,1069220,970999,970999,1931401
1264,2020-10-12,568895,13138,273483,273483,1069217,970364,970364,1924733
1265,2020-10-09,566515,13135,273483,273483,1069233,970466,970466,1922366
1266,2020-10-08,566505,13134,269570,269570,1069230,970120,970120,1918439
1267,2020-10-07,567535,13135,266431,266431,1069243,971015,971015,1916344
1268,2020-10-06,569005,13133,266432,266432,1069271,965077,965077,1917841
1269,2020-10-05,571045,13139,251157,251157,1069337,965161,965161,1904678
1270,2020-09-30,571525,13138,243531,243531,1069342,964277,964277,1897536
1271,2020-09-29,564645,13138,242490,242490,1069308,964717,964717,1889581
1272,2020-09-28,563795,13132,242490,242610,1069262,965474,965354,1888679
1273,2020-09-25,559955,13131,242490,242490,1069255,966499,966499,1884831
1274,2020-09-24,558645,13133,242490,242490,1069242,967196,967196,1883510
1275,2020-09-23,557605,13133,241529,241529,1069218,967061,967061,1881485
1276,2020-09-22,557455,13133,224652,224652,1069197,967595,967595,1864437
1277,2020-09-21,557685,13133,215917,215917,1069170,967511,967511,1855905
1278,2020-09-18,555195,13137,210963,210963,1069165,969215,969215,1848460
1279,2020-09-17,553775,13136,209413,209413,1069171,967433,967433,1845495
1280,2020-09-16,553595,13136,206700,206700,1069174,967664,967664,1842605
1281,2020-09-15,553975,13136,206320,206320,1069197,967451,967451,1842628
1282,2020-09-14,555215,13136,206320,206320,1069171,967151,967151,1843842
1283,2020-09-11,552405,13135,206320,206320,1069169,966642,966642,1841029
1284,2020-09-10,551095,13135,206320,206340,1069209,966815,966795,1839759
1285,2020-09-09,551095,13134,206320,206320,1069086,1006034,1006034,1839635
1286,2020-09-08,551245,13134,206318,206323,1069090,1005889,1005883,1839787
1287,2020-09-07,551905,13134,206320,206320,1069043,1006139,1006139,1840402
1288,2020-09-04,546125,13132,206328,206328,1069040,1006315,1006315,1834625
1289,2020-09-03,545415,13134,206328,206328,1069045,1006321,1006321,1833922
1290,2020-09-02,545145,13134,194194,194194,1068967,1005821,1005821,1821440
1291,2020-09-01,544815,13134,193067,193067,1068938,1003133,1003133,1819954
1292,2020-08-31,544585,13134,193067,193067,1069029,1003078,1003078,1819815
1293,2020-08-28,539235,13134,188403,188408,1069031,1004613,1004607,1809803
1294,2020-08-27,537595,13134,188398,188398,1069034,1004509,1004509,1808161
1295,2020-08-26,535845,13134,188386,188386,1069077,1006285,1006285,1806442
1296,2020-08-25,536415,13138,187815,187815,1069009,1002703,1002703,1806377
1297,2020-08-24,537665,13138,187808,187808,1069041,1004203,1004203,1807652
1298,2020-08-21,535885,13138,187791,187791,1069054,1006306,1006306,1805868
1299,2020-08-20,536475,13144,187782,187782,1069059,1004791,1004791,1806460
1300,2020-08-19,537415,13144,187735,187735,1069115,1004700,1004700,1807409
1301,2020-08-18,537185,13143,187727,187727,1069129,1005876,1005876,1807184
1302,2020-08-17,538805,13143,187727,187727,1069108,1006178,1006178,1808783
1303,2020-08-14,537765,13143,187727,187727,1069095,1006178,1006178,1807730
1304,2020-08-13,537615,13143,187727,187727,1069100,1005799,1005799,1807585
1305,2020-08-12,538485,13142,187727,187727,1069157,1006000,1006000,1808511
1306,2020-08-11,539515,13141,187732,187732,1069155,1004142,1004142,1809543
1307,2020-08-10,541105,13141,187732,187732,1069161,1004014,1004014,1811139
1308,2020-08-07,539845,13140,187732,187732,1069149,1004012,1004012,1809866
1309,2020-08-06,539325,13140,187732,187732,1069145,1004026,1004026,1809342
1310,2020-08-05,539165,13146,186073,186073,1069170,1004082,1004082,1807554
1311,2020-08-04,539355,13146,186068,186068,1069166,1003584,1003584,1807735
1312,2020-08-03,540035,13146,184906,184906,1069183,1003884,1003884,1807270
1313,2020-07-31,536855,13146,183356,183356,1069172,1004135,1004135,1802529
1314,2020-07-30,536225,13146,180256,180256,1069168,1004150,1004150,1798795
1315,2020-07-29,535565,13146,180256,180256,1069149,1004655,1004655,1798116
1316,2020-07-28,535515,13146,180260,180260,1069144,1000227,1000227,1798065
1317,2020-07-27,536145,13146,180260,180260,1069083,1000589,1000589,1798634
1318,2020-07-24,533865,13146,180260,180260,1069071,1000862,1000862,1796342
1319,2020-07-23,533895,13146,180260,180260,1069067,999708,999708,1796368
1320,2020-07-22,534635,13150,180260,180260,1069079,1001590,1001590,1797124
1321,2020-07-21,535415,13148,180278,180278,1069067,999575,999575,1797908
1322,2020-07-20,536975,13148,180278,180278,1069134,999301,999301,1799535
1323,2020-07-17,534425,13146,180278,180278,1069122,999243,999243,1796971
1324,2020-07-16,534385,13146,180278,180278,1069103,999634,999634,1796912
1325,2020-07-15,534425,13148,180278,180278,1069092,1000181,1000181,1796943
1326,2020-07-14,535345,13147,180289,180289,1069044,991099,991099,1797825
1327,2020-07-13,536625,13149,180289,180289,1068860,990882,990882,1798923
1328,2020-07-10,534345,13146,164890,164890,1068874,990872,990872,1781255
1329,2020-07-09,533595,13145,149126,149126,1068809,991258,991258,1764675
1330,2020-07-08,533325,13145,138796,138796,1068794,990681,990681,1754060
1331,2020-07-07,534265,13149,131607,131607,1068850,985962,985962,1747871
1332,2020-07-06,536175,13149,131607,131607,1068785,985602,985602,1749716
1333,2020-07-03,534475,13142,131607,131607,1068831,985686,985686,1748055
1334,2020-07-02,534725,13143,131607,131627,1068835,986121,986101,1748310
1335,2020-06-30,536435,13145,131609,131609,1068834,970780,970780,1750023
1336,2020-06-29,534425,13146,131609,131609,1068872,973125,973125,1748052
1337,2020-06-26,530885,13146,127657,127707,1068853,974094,974044,1740541
1338,2020-06-24,531865,13148,126517,126517,1068819,975799,975799,1740349
1339,2020-06-23,530265,13148,126552,126552,1068656,969716,969716,1738621
1340,2020-06-22,531345,13147,126552,126552,1068579,970177,970177,1739623
1341,2020-06-19,529335,13145,126537,126537,1068639,969197,969197,1737656
1342,2020-06-18,529375,13146,125758,125758,1068662,968993,968993,1736941
1343,2020-06-17,529375,13147,123526,123526,1068604,968683,968683,1734652
1344,2020-06-16,530525,13150,123561,123561,1068528,963062,963062,1735764
1345,2020-06-15,533205,13153,122127,122127,1068358,963335,963335,1736843
1346,2020-06-12,530705,13151,122127,122127,1068311,964781,964781,1734294
1347,2020-06-11,530755,13153,118407,118407,1068335,965639,965639,1730650
1348,2020-06-10,531155,13153,113812,113812,1068250,967518,967518,1726370
1349,2020-06-09,532565,13153,104525,104525,1068093,960912,960912,1718336
1350,2020-06-08,534665,13155,95768,95768,1067885,960613,960613,1711473
1351,2020-06-05,532105,13154,94779,94779,1067820,960885,960885,1707858
1352,2020-06-04,532035,13154,94772,94772,1067809,960831,960831,1707770
1353,2020-06-03,532775,13155,94769,94769,1067756,960433,960433,1708455
1354,2020-06-02,533595,13157,94763,94763,1067725,952594,952594,1709240
1355,2020-06-01,534715,13159,94757,94757,1067633,952299,952299,1710264
1356,2020-05-29,530765,13157,94757,94757,1067477,952511,952511,1706156
1357,2020-05-28,528875,13157,94757,94757,1067429,950950,950950,1704218
1358,2020-05-27,528735,13158,94758,94758,1067516,952013,952013,1704167
1359,2020-05-26,529105,13159,94746,94746,1067503,948968,948968,1704513
1360,2020-05-25,530135,13162,94747,94747,1067309,948903,948903,1705353
1361,2020-05-22,527635,13161,94751,94751,1067260,950518,950518,1702807
1362,2020-05-21,527915,13163,94743,94743,1068010,951760,951760,1703831
1363,2020-05-20,528385,13163,94720,94720,1068021,952999,952999,1704289
1364,2020-05-19,529405,13164,94717,94717,1068032,939437,939437,1705318
1365,2020-05-18,531145,13170,94717,94717,1068059,939678,939678,1707091
1366,2020-05-15,529205,13169,94717,94717,1068009,940480,940480,1705100
1367,2020-05-14,529235,13171,94717,94717,1067959,929017,929017,1705082
1368,2020-05-13,529635,13172,94717,94717,1067923,920162,920162,1705447
1369,2020-05-12,530735,13174,89714,89714,1072939,936172,936172,1706562
1370,2020-05-11,532345,13174,89714,89714,1072908,936845,936845,1708141
1371,2020-05-08,529825,13180,89714,89714,1072941,939612,939612,1705660
1372,2020-05-07,530655,13180,89714,89714,1072874,939714,939714,1706423
1373,2020-05-06,531465,13178,89714,89714,1072920,951201,951201,1707277
1374,2020-05-05,533125,13177,84713,84713,1077852,949766,949766,1708867
1375,2020-05-04,535005,13179,84713,84713,1077680,950445,950445,1710577
1376,2020-04-29,534335,13179,84713,84713,1077649,950964,950964,1709876
1377,2020-04-28,528425,13181,66795,66795,1082476,957063,957063,1690877
1378,2020-04-27,528455,13184,66795,66795,1082445,957455,957455,1690879
1379,2020-04-24,526245,13185,66795,66795,1082404,955794,955794,1688629
1380,2020-04-23,526325,13185,63424,63923,1082307,956356,955854,1685241
1381,2020-04-22,526785,13186,59084,59084,1082219,960236,960236,1681274
1382,2020-04-21,527795,13190,54126,54126,1086945,957625,957625,1682056
1383,2020-04-20,529455,13189,54126,54126,1086823,957559,957559,1683593
1384,2020-04-17,529825,13189,54126,54126,1086763,957556,957556,1683903
1385,2020-04-16,531005,13191,54126,54126,1086743,957665,957665,1685065
1386,2020-04-15,532885,13196,54126,54126,1086577,964914,964914,1686784
1387,2020-04-14,535135,13196,54105,54164,1086540,958003,957944,1688976
1388,2020-04-09,537645,13198,54105,54105,1086413,961822,961822,1691361
1389,2020-04-08,528925,13196,54105,54105,1086302,964396,964396,1682528
1390,2020-04-07,529825,13203,54096,54096,1086291,961870,961870,1683415
1391,2020-04-06,531415,13203,54096,54156,1086376,961673,961612,1685090
1392,2020-04-03,532665,13205,54096,54096,1086309,961361,961361,1686275
1393,2020-04-02,527115,13206,54096,54096,1086287,961159,961159,1680704
1394,2020-04-01,527005,13210,54096,54096,1086308,974217,974217,1680619
1395,2020-03-31,527465,13210,54054,54054,1086330,953122,953122,1681059
1396,2020-03-30,527905,13218,54054,54054,1086123,957983,957983,1681300
1397,2020-03-27,524425,13218,54054,54054,1086059,959622,959622,1677756
1398,2020-03-26,524005,13221,54054,54054,1086038,960327,960327,1677318
1399,2020-03-25,524705,13230,54054,54054,1086016,961964,961964,1678005
1400,2020-03-24,525785,13230,54039,54339,1086017,956585,956285,1679071
1401,2020-03-23,527725,13230,54039,54059,1086077,960096,960076,1681071
1402,2020-03-20,526205,13233,54039,54039,1085958,962627,962627,1679435
1403,2020-03-19,526955,13243,54040,54040,1085677,962510,962510,1679915
1404,2020-03-18,528095,13243,54038,54038,1085760,963091,963091,1681136
1405,2020-03-17,530135,13243,54055,54055,1086013,961879,961879,1683446
1406,2020-03-16,532255,13248,54055,54055,1086180,962166,962166,1685738
1407,2020-03-13,530455,13257,54055,54055,1085999,962050,962050,1683766
1408,2020-03-12,530675,13257,54055,54055,1086302,962179,962179,1684289
1409,2020-03-11,531485,13260,54055,54055,1086099,963920,963920,1684899
1410,2020-03-10,532285,13262,54156,54156,1085984,963233,963233,1685687
1411,2020-03-09,534045,13273,54156,54844,1085890,962689,961999,1687364
1412,2020-03-06,531605,13274,54155,54155,1085641,961765,961765,1684675
1413,2020-03-05,531735,13282,54157,56528,1085387,961971,959600,1684561
1414,2020-03-04,532225,13282,54155,54455,1085339,963311,963011,1685001
1415,2020-03-03,533195,13287,54272,54372,1084543,954511,954411,1685297
1416,2020-03-02,534935,13295,54272,54272,1084321,953864,953864,1686823
1417,2020-02-28,532245,13302,54259,54259,1083927,953170,953170,1683733
1418,2020-02-27,531755,13310,54252,54252,1083674,958325,958325,1682991
1419,2020-02-26,531625,13310,54235,54235,1083394,964552,964552,1682564
1420,2020-02-25,532505,13315,54382,54382,1083164,963298,963298,1683366
1421,2020-02-24,534015,13327,54374,54374,1082957,966361,966361,1684673
1422,2020-02-21,532815,13337,54350,54350,1082874,974393,974393,1683376
1423,2020-02-20,533815,13336,54341,54341,1082778,981172,981172,1684270
1424,2020-02-19,535005,13336,54290,54290,1082665,986887,986887,1685296
1425,2020-02-18,536595,13348,54215,54215,1082616,988661,988661,1686774
1426,2020-02-17,538435,13348,54215,54317,1082454,994318,994215,1688452
1427,2020-02-14,537815,13398,54215,54215,1082400,994498,994498,1687828
1428,2020-02-13,538615,13398,54215,54215,1082447,995576,995576,1688675
1429,2020-02-12,539635,13396,54215,54215,1082344,1001892,1001892,1689590
1430,2020-02-11,541065,13395,54237,54237,1082272,1005000,1005000,1690969
1431,2020-02-10,542695,13395,54237,54237,1082037,1005364,1005364,1692364
1432,2020-02-07,539605,13395,54237,54485,1081730,1005347,1005098,1688967
1433,2020-02-06,539595,13401,54237,54237,1082730,1005903,1005903,1689963
1434,2020-02-05,540045,13449,54237,54237,1081713,1006071,1006071,1689444
1435,2020-02-04,540935,13449,54235,55232,1081548,1002452,1001453,1690167
1436,2020-02-03,541735,13449,54235,54235,1081315,1003341,1003341,1690734
1437,2020-01-31,540555,13485,54235,54235,1081109,1003601,1003601,1689384
1438,2020-01-30,542745,13483,54235,54235,1080947,1008785,1008785,1691410
1439,2020-01-29,545045,13483,54235,54235,1080912,1008672,1008672,1693675
1440,2020-01-24,548485,13483,54474,54474,1080339,1007730,1007730,1696781
1441,2020-01-23,540505,13483,54474,54474,1080241,1008305,1008305,1688703
1442,2020-01-22,539765,13492,54474,54474,1080135,1007587,1007587,1687866
1443,2020-01-21,539395,13492,54412,54412,1080173,1005593,1005593,1687472
1444,2020-01-20,540035,13498,54412,54412,1080124,1005006,1005006,1688069
1445,2020-01-17,534835,13496,54412,55032,1080091,1005713,1005094,1682834
1446,2020-01-16,533415,13493,54412,54412,1080068,1005673,1005673,1681388
1447,2020-01-15,531975,13487,54412,55215,1080021,1005156,1004352,1679895
1448,2020-01-14,530725,13469,54416,54416,1079794,1004089,1004089,1678404
1449,2020-01-13,527195,13461,54416,54416,1079556,1003428,1003428,1674628
1450,2020-01-10,520905,13430,54416,54416,1079302,1005439,1005439,1668053
1451,2020-01-09,517945,13409,54416,54556,1079338,1000472,1000332,1665108
1452,2020-01-08,517015,13405,54416,54416,1079290,999986,999986,1664126
1453,2020-01-07,516765,13386,54402,54402,1079173,1003067,1003067,1663726
1454,2020-01-06,517665,13374,54402,54402,1078999,1004467,1004467,1664440
1455,2020-01-03,514915,13361,54402,54402,1078810,1004350,1004350,1661488
1456,2020-01-02,515675,13261,54402,54402,1078854,1005041,1005041,1662192
1457,2019-12-31,516605,13254,54288,67688,1078736,995967,982541,1662883
1458,2019-12-30,516145,13251,54288,54939,1078799,996329,995677,1662483
1459,2019-12-27,516835,13229,54288,54439,1078568,999219,999068,1662920
1460,2019-12-24,518195,13213,54291,55247,1078155,999107,998151,1663854
1461,2019-12-23,513555,13209,54291,54291,1078219,1000335,1000335,1659274
1462,2019-12-20,509415,13123,54273,54273,1078033,999365,999365,1654844
1463,2019-12-19,508125,13040,54265,54265,1077924,999216,999216,1653354
1464,2019-12-18,507475,13037,54259,54259,1077918,999392,999392,1652689
1465,2019-12-17,507685,13027,54243,54243,1077862,996436,996436,1652817
1466,2019-12-16,509355,13026,54243,54537,1077951,997349,997055,1654575
1467,2019-12-13,506845,13020,54243,54243,1077830,997455,997455,1651938
1468,2019-12-12,507075,13013,54243,54243,1077938,989908,989908,1652269
1469,2019-12-11,507465,13009,54243,54243,1077974,994905,994905,1652691
1470,2019-12-10,508295,13011,54354,54354,1077867,993867,993867,1653527
1471,2019-12-09,510045,13008,54354,54354,1077802,994914,994914,1655209
1472,2019-12-06,507785,13008,54339,54339,1077833,993415,993415,1652965
1473,2019-12-05,506995,13005,54330,54330,1077732,993224,993224,1652062
1474,2019-12-04,506995,13007,54320,54320,1077688,993352,993352,1652010
1475,2019-12-03,507895,13001,54405,54405,1077484,988421,988421,1652785
1476,2019-12-02,508975,12990,54397,54397,1077368,989123,989123,1653730
1477,2019-11-29,505565,12987,54390,54390,1077197,990406,990406,1650139
1478,2019-11-28,504375,12986,54390,55639,1077231,993981,992726,1648982
1479,2019-11-27,503825,12988,54391,65310,1077199,994231,983301,1648403
1480,2019-11-26,504865,12988,54399,55084,1077190,994206,993518,1649442
1481,2019-11-25,506685,12989,54399,54435,1076940,993790,993754,1651013
1482,2019-11-22,505645,12985,54402,54402,1076811,993371,993371,1649843
1483,2019-11-21,505295,12985,54392,54392,1076623,993803,993803,1649295
1484,2019-11-20,505815,12986,54369,54785,1076493,996647,996229,1649663
1485,2019-11-19,507315,12982,54307,54307,1076418,992405,992405,1651022
1486,2019-11-18,508235,12983,54307,54307,1076381,992157,992157,1651906
1487,2019-11-15,506115,12981,54307,54307,1076144,991924,991924,1649547
1488,2019-11-14,506075,12983,54307,54729,1075867,991565,991135,1649232
1489,2019-11-13,505565,12985,54307,54307,1076119,991935,991935,1648976
1490,2019-11-12,506025,12982,54286,54286,1076261,989988,989988,1649554
1491,2019-11-11,507765,12983,54286,54286,1076098,991307,991307,1651132
1492,2019-11-08,505135,12980,54286,54286,1076105,991412,991412,1648506
1493,2019-11-07,504385,12980,54286,54286,1076262,992289,992289,1647913
1494,2019-11-06,504725,12981,54286,54286,1076321,992294,992294,1648313
1495,2019-11-05,505835,12980,54334,54334,1076168,986581,986581,1649317
1496,2019-11-04,507795,12982,54334,54334,1075947,986178,986178,1651058
1497,2019-11-01,504935,12980,54334,54334,1075793,985978,985978,1648042
1498,2019-10-31,503915,12981,54334,55458,1075695,987094,985968,1646925
1499,2019-10-30,503545,12983,54334,54334,1075718,990533,990533,1646580
1500,2019-10-29,503215,12982,54409,54409,1075642,988628,988628,1646248
1501,2019-10-28,504625,12983,54409,54468,1075382,988261,988203,1647399
1502,2019-10-25,503435,12983,54409,54409,1075198,988851,988851,1646025
1503,2019-10-24,503605,12984,54409,54409,1075269,988884,988884,1646267
1504,2019-10-23,504755,12983,54409,54409,1075302,989692,989692,1647449
1505,2019-10-22,506455,12981,54410,54410,1075129,987987,987987,1648975
1506,2019-10-21,509055,12984,54410,54410,1075061,988387,988387,1651510
1507,2019-10-18,508765,12981,54410,54410,1074986,988281,988281,1651142
1508,2019-10-17,509575,12980,54410,54410,1074957,990594,990594,1651922
1509,2019-10-16,511505,12981,54410,54410,1074849,990712,990712,1653745
1510,2019-10-15,513585,12983,54423,54423,1074760,988698,988698,1655751
1511,2019-10-14,515525,12985,54423,54423,1074562,989479,989479,1657495
1512,2019-10-11,511945,12982,54423,54423,1074440,989313,989313,1653790
1513,2019-10-10,510435,12983,54423,54423,1074388,989113,989113,1652229
1514,2019-10-09,510415,12984,54423,54423,1074147,989533,989533,1651969
1515,2019-10-08,507995,12982,54465,54465,1073991,989107,989107,1649433
1516,2019-10-04,498595,12980,54465,54465,1074085,989228,989228,1640125
1517,2019-10-03,499625,12980,54465,54465,1074024,990569,990569,1641094
1518,2019-10-02,501475,12983,54465,54465,1073832,990786,990786,1642755
1519,2019-09-30,504105,12984,54272,54770,1073913,984987,984488,1645274
1520,2019-09-27,496115,12981,54263,54263,1073817,980895,980895,1637176
1521,2019-09-26,495165,12982,54263,54263,1073798,984388,984388,1636208
1522,2019-09-25,494845,12983,54263,54263,1073834,985130,985130,1635925
1523,2019-09-24,495515,12982,54255,54255,1073794,983147,983147,1636546
1524,2019-09-23,497395,12984,54255,54255,1073749,983351,983351,1638383
1525,2019-09-20,495255,12981,54256,54276,1073597,984265,984246,1636089
1526,2019-09-19,495525,12981,54257,54257,1073566,984150,984150,1636329
1527,2019-09-18,496535,12983,54255,54255,1073496,985687,985687,1637269
1528,2019-09-17,498845,12983,54298,54298,1073325,983530,983530,1639451
1529,2019-09-16,501235,12983,54298,54298,1073368,983369,983369,1641884
1530,2019-09-13,503145,12984,54298,54298,1073203,982791,982791,1643630
1531,2019-09-12,498735,12980,54298,54298,1073208,983123,983123,1639221
1532,2019-09-11,498735,12981,54298,54318,1073164,982959,982938,1639178
1533,2019-09-10,500535,12983,54422,54527,1073043,982448,982340,1640983
1534,2019-09-09,503635,12982,54422,54422,1073039,981108,981108,1644078
1535,2019-09-06,502805,12979,54424,54424,1072981,982276,982276,1643189
1536,2019-09-05,499615,12979,54426,54426,1072943,985637,985637,1639963
1537,2019-09-04,499345,12981,54425,54425,1072783,985897,985897,1639534
1538,2019-09-03,501285,12981,54357,54357,1072449,981460,981460,1641072
1539,2019-09-02,503095,12981,54358,54358,1072304,982108,982108,1642738
1540,2019-08-30,499715,12981,54359,54359,1072176,984373,984373,1639231
1541,2019-08-29,495825,12981,54359,54359,1072244,986216,986216,1635409
1542,2019-08-28,495155,12984,54345,54345,1072312,986008,986008,1634796
1543,2019-08-27,496515,12983,54531,54531,1071819,983616,983616,1635848
1544,2019-08-26,498065,12983,54515,54515,1071565,985491,985491,1637128
1545,2019-08-23,497495,12982,54490,54490,1071334,985669,985669,1636301
1546,2019-08-22,496035,12980,54490,54490,1071289,986006,986006,1634794
1547,2019-08-21,497255,12981,54480,54480,1071252,986719,986719,1635968
1548,2019-08-20,499545,12982,54330,54330,1071378,987873,987873,1638235
1549,2019-08-19,502455,12985,54280,54280,1071481,988142,988142,1641201
1550,2019-08-16,500885,12980,54280,54280,1071174,988030,988030,1639319
