,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
4602,2007-04-03,158455,7599,1309,1309,133216,99140,99140,300579
4603,2007-04-02,157165,7608,1309,1309,133175,99192,99192,299257
4604,2007-03-30,156435,7620,1309,1309,133115,99245,99245,298479
4605,2007-03-29,155805,7626,1309,1309,133095,99117,99117,297835
4606,2007-03-28,155355,7631,1309,1347,133142,98913,98874,297437
4607,2007-03-27,155865,7643,1411,1411,133045,99258,99258,297964
4608,2007-03-26,156975,7650,1383,1591,133039,99185,98976,299047
4609,2007-03-23,157945,7665,1331,1331,133056,99234,99234,299997
4610,2007-03-22,159085,7678,1331,1336,133035,99265,99259,301129
4611,2007-03-21,160065,7685,1331,1331,132878,100340,100340,301959
4612,2007-03-20,160195,7697,1431,1431,132658,100226,100226,301981
4613,2007-03-19,160585,7706,1394,2163,132704,99259,98489,302389
4614,2007-03-16,161135,7723,1309,1309,132774,99208,99208,302941
4615,2007-03-15,161065,7737,1282,1282,132747,99251,99251,302831
4616,2007-03-14,161065,7754,1282,1282,132743,99408,99408,302844
4617,2007-03-13,161785,7770,1302,1303,132628,98955,98953,303485
4618,2007-03-12,162995,7778,1302,1302,132608,98986,98986,304683
4619,2007-03-09,164145,7804,1302,1626,132652,99021,98697,305903
4620,2007-03-08,164215,7828,1302,1302,132587,99017,99017,305932
4621,2007-03-07,164435,7844,1302,1302,132533,99094,99094,306114
4622,2007-03-06,165225,7861,1284,1284,132587,99194,99194,306957
4623,2007-03-05,166415,7876,1284,1284,132579,99260,99260,308154
4624,2007-03-02,167195,7899,1288,1288,132504,99238,99238,308886
4625,2007-03-01,167235,7913,1289,1289,132511,100138,100138,308948
4626,2007-02-28,167335,7926,1289,1294,132533,98895,98889,309083
4627,2007-02-27,168005,7944,1341,1341,132404,98841,98841,309694
4628,2007-02-26,169485,7950,1330,1330,132384,98862,98862,311149
4629,2007-02-23,170775,7968,1286,1286,132283,98786,98786,312312
4630,2007-02-22,171805,7984,1286,1657,132279,100101,99730,313354
4631,2007-02-21,173285,7997,1261,1261,132303,100187,100187,314846
4632,2007-02-16,177645,8012,1349,1349,132149,99950,99950,319155
4633,2007-02-15,174445,8028,1349,1349,132030,98953,98953,315852
4634,2007-02-14,172895,8039,1330,1406,131877,98960,98884,314141
4635,2007-02-13,172015,8054,1325,1325,131902,98748,98748,313296
4636,2007-02-12,171305,8057,1302,1302,131958,98840,98840,312622
4637,2007-02-09,170465,8030,1302,1308,131984,99052,99046,311781
4638,2007-02-08,169025,7965,1302,1302,131957,99075,99075,310249
4639,2007-02-07,167275,7922,1302,1307,132029,99096,99091,308528
4640,2007-02-06,166125,7850,1274,1566,132035,99023,98730,307284
4641,2007-02-05,165515,7777,1274,1433,131979,98965,98800,306545
4642,2007-02-02,163155,7707,1274,1525,132022,99132,98878,304158
4643,2007-02-01,160915,7590,1274,1274,132197,99289,99289,301976
4644,2007-01-31,159335,7568,1274,1285,132135,99667,99657,300312
4645,2007-01-30,158235,7538,1314,1314,131976,99471,99471,299063
4646,2007-01-29,157695,7516,1314,1314,132022,99757,99757,298547
4647,2007-01-26,156365,7490,1241,1246,132095,99744,99738,297191
4648,2007-01-25,155355,7461,1241,1250,132215,99978,99969,296272
4649,2007-01-24,154145,7421,1241,1241,132375,100035,100035,295182
4650,2007-01-23,153415,7367,1296,1304,132220,99725,99717,294298
4651,2007-01-22,153335,7300,1296,1296,132038,99603,99603,293969
4652,2007-01-19,153415,7257,1265,1265,132070,99643,99643,294007
4653,2007-01-18,152965,7220,1265,1265,132156,99707,99707,293606
4654,2007-01-17,152745,7192,1265,1312,132319,99466,99419,293521
4655,2007-01-16,152835,7158,1293,1293,132330,99219,99219,293616
4656,2007-01-15,153495,7151,1293,1293,132306,99371,99371,294245
4657,2007-01-12,153365,7136,1293,1344,132318,99386,99333,294112
4658,2007-01-11,153435,7133,1293,1293,132441,99163,98163,294302
4659,2007-01-10,153205,7131,1293,2141,132473,99071,98217,294102
4660,2007-01-09,153435,7131,1269,1294,132532,98736,98711,294367
4661,2007-01-08,153605,7129,1269,1385,132530,98697,98581,294533
4662,2007-01-05,154065,7125,1269,1269,132531,98890,98890,294990
4663,2007-01-04,153745,7127,1269,1269,132482,99116,99116,294623
4664,2007-01-03,154135,7125,1269,1269,132469,99164,99164,294998
4665,2007-01-02,155255,7118,1305,1305,132426,99090,99090,296104
4666,2006-12-29,155395,7116,1305,2035,132437,99260,98529,296253
4667,2006-12-28,154675,7114,1305,1305,132423,99289,99289,295517
4668,2006-12-27,154895,7113,1305,1305,132445,100377,100377,295758
4669,2006-12-22,154895,7109,1440,1440,132170,99757,99757,295614
4670,2006-12-21,152915,7108,1431,1479,132061,100888,100840,293515
4671,2006-12-20,151855,7106,1413,1418,132022,101375,101370,292396
4672,2006-12-19,151565,7105,1566,1566,131860,101110,101110,292096
4673,2006-12-18,151985,7093,1502,1502,131975,100712,100712,292555
4674,2006-12-15,152395,7092,1334,1334,132018,100618,100618,292839
4675,2006-12-14,152165,7092,1334,1533,132043,100311,100111,292634
4676,2006-12-13,152055,7090,1334,1334,132126,99766,99766,292605
4677,2006-12-12,152595,7090,1412,1508,131962,98978,98880,293059
4678,2006-12-11,153355,7089,1389,1389,131923,98362,98362,293756
4679,2006-12-08,153505,7086,1371,1682,131986,98355,98043,293948
4680,2006-12-07,153225,7085,1343,1343,132055,97177,97177,293708
4681,2006-12-06,152915,7083,1306,1306,132145,97374,97374,293449
4682,2006-12-05,153005,7085,1332,1332,132107,98901,98901,293529
4683,2006-12-04,153245,7077,1310,2472,132104,98165,96989,293736
4684,2006-12-01,152915,7073,1278,2427,132005,99323,98172,293271
4685,2006-11-30,151795,7073,1278,1377,131907,98361,98262,292053
4686,2006-11-29,151035,7075,1278,1324,131918,98675,98629,291306
4687,2006-11-28,150515,7076,1364,1364,131776,98397,98397,290731
4688,2006-11-27,150645,7076,1343,1343,131790,98449,98449,290854
4689,2006-11-24,150685,7074,1297,1297,131779,98424,98424,290835
4690,2006-11-23,150225,7074,1269,1368,131777,98740,98639,290345
4691,2006-11-22,149945,7075,1269,1269,131757,98775,98775,290046
4692,2006-11-21,150355,7076,1360,1360,131643,98151,98151,290434
4693,2006-11-20,150815,7066,1360,1557,131659,98237,98034,290900
4694,2006-11-17,151235,7065,1360,1430,131544,97871,97801,291204
4695,2006-11-16,151075,7064,1344,1344,131566,97901,97901,291049
4696,2006-11-15,150855,7062,1344,1346,131618,98521,98519,290879
4697,2006-11-14,151225,7063,1297,1420,131597,98732,98608,291182
4698,2006-11-13,152155,7063,1272,1512,131691,98278,98039,292181
4699,2006-11-10,152435,7062,1272,1272,131623,98119,98119,292392
4700,2006-11-09,151995,7062,1272,1272,131541,99413,99413,291870
4701,2006-11-08,151865,7062,1272,1292,131537,99410,99390,291736
4702,2006-11-07,151945,7058,1338,1361,131389,99486,99463,291730
4703,2006-11-06,152405,7058,1338,1379,131282,98658,98617,292083
4704,2006-11-03,152725,7060,1338,1338,131437,99071,99071,292560
4705,2006-11-02,152205,7063,1338,1338,131466,99049,99049,292072
4706,2006-11-01,152095,7064,1338,1610,131449,98767,98494,291946
4707,2006-10-31,152595,7065,1352,1352,131360,99519,99519,292372
4708,2006-10-27,152005,7063,1264,1619,131352,99471,99116,291684
4709,2006-10-26,150775,7065,1264,1264,131228,99395,99395,290332
4710,2006-10-25,149865,7067,1264,1264,131110,98666,98666,289306
4711,2006-10-24,149805,7070,1288,1288,131092,97778,97778,289255
4712,2006-10-23,150225,7062,1288,1288,131089,98587,98587,289664
4713,2006-10-20,150585,7061,1288,1476,131094,99561,99372,290028
4714,2006-10-19,150655,7060,1288,1288,131108,98211,98211,290111
4715,2006-10-18,150545,7058,1288,1288,131080,98653,98653,289971
4716,2006-10-17,150985,7059,1271,1302,131080,98818,98786,290395
4717,2006-10-16,151735,7059,1271,1271,131012,98372,98372,291077
4718,2006-10-13,152335,7059,1271,1271,131001,98385,98385,291666
4719,2006-10-12,152195,7060,1271,1271,130935,98352,98352,291461
4720,2006-10-11,152435,7060,1271,1271,131005,97682,97682,291771
4721,2006-10-10,152845,7060,1247,1247,131019,98650,98650,292171
4722,2006-10-09,153315,7053,1247,1247,130992,98248,98248,292607
4723,2006-10-06,154315,7052,1247,1247,131068,98157,98157,293682
4724,2006-10-05,152915,7051,1247,1247,131036,97939,97939,292249
4725,2006-10-04,152515,7053,1247,1247,130967,97490,97490,291782
4726,2006-10-03,153135,7056,1304,1304,131027,97671,97671,292522
4727,2006-09-29,152425,7055,1304,1304,130952,97901,97901,291736
4728,2006-09-28,150595,7057,1304,1304,130952,97404,97404,289908
4729,2006-09-27,149455,7059,1304,1304,130941,97710,97710,288759
4730,2006-09-26,149265,7059,1415,1415,130949,97550,97550,288688
4731,2006-09-25,149375,7051,1415,1415,130914,97849,97849,288755
4732,2006-09-22,149515,7048,1363,1383,130868,98633,98612,288794
4733,2006-09-21,149145,7049,1363,1368,130596,98422,98417,288153
4734,2006-09-20,148725,7049,1352,1352,130564,97893,97893,287690
4735,2006-09-19,149055,7047,1427,1427,130374,97532,97532,287903
4736,2006-09-18,149295,7045,1429,1429,130443,97609,97609,288212
4737,2006-09-15,149885,7042,1276,1276,130535,97303,97303,288738
4738,2006-09-14,149345,7044,1276,1276,130564,98338,98338,288229
4739,2006-09-13,149355,7044,1276,1276,130505,97298,97298,288180
4740,2006-09-12,149625,7044,1249,1249,130492,97267,97267,288410
4741,2006-09-11,150205,7039,1249,1249,130519,97399,97399,289012
4742,2006-09-08,150755,7039,1249,1307,130421,97148,97089,289464
4743,2006-09-07,150055,7038,1248,3941,130401,96879,94182,288742
4744,2006-09-06,150125,7038,1248,1248,130399,96903,96903,288810
4745,2006-09-05,150175,7038,1277,1297,130413,96823,96803,288903
4746,2006-09-04,150555,7039,1278,1278,130380,97311,97311,289252
4747,2006-09-02,150685,7037,1279,1279,130293,97277,97277,289294
4748,2006-09-01,150265,7037,1279,1279,130296,97272,97272,288877
4749,2006-08-31,149355,7039,1279,1339,130221,97161,97101,287894
4750,2006-08-30,148735,7041,1279,1279,130097,97522,97522,287152
4751,2006-08-29,148685,7042,1353,1353,129977,96494,96494,287057
4752,2006-08-28,148735,7040,1353,1361,130038,96491,96483,287166
4753,2006-08-26,148845,7038,1330,1330,130033,96416,96416,287246
4754,2006-08-25,148545,7033,1330,1330,130021,96408,96408,286929
4755,2006-08-24,148245,7034,1308,1308,130016,96049,96049,286603
4756,2006-08-23,148095,7034,1299,1299,129972,96078,96078,286400
4757,2006-08-22,148475,7036,1300,1300,129970,96043,96043,286781
4758,2006-08-21,148805,7036,1294,1294,129902,95594,95594,287037
4759,2006-08-19,149215,7036,1282,1282,129804,95147,95147,287337
4760,2006-08-18,149145,7036,1282,1282,129786,95136,95136,287249
4761,2006-08-17,148875,7037,1282,1282,129741,95330,95330,286935
4762,2006-08-16,148965,7038,1282,1282,129624,95432,95432,286909
4763,2006-08-15,149155,7038,1310,1310,129485,95719,95719,286988
4764,2006-08-14,149775,7039,1290,1290,129526,95459,95459,287630
4765,2006-08-12,150115,7038,1249,1249,129620,96206,96206,288022
4766,2006-08-11,150035,7038,1249,1249,129601,96193,96193,287923
4767,2006-08-10,149815,7039,1249,1249,129616,97354,97354,287719
4768,2006-08-09,149605,7040,1249,1249,129561,97288,97288,287455
4769,2006-08-08,149965,7038,1271,1271,129422,97091,97091,287696
4770,2006-08-07,150175,7035,1271,1271,129503,97134,97134,287984
4771,2006-08-05,150405,7034,1271,1463,129326,97050,96856,288036
4772,2006-08-04,150195,7034,1271,1271,129301,97038,97038,287801
4773,2006-08-03,149925,7037,1271,1271,129269,97055,97055,287502
4774,2006-08-02,149755,7037,1271,1271,129224,97253,97253,287287
4775,2006-08-01,149815,7038,1368,1368,129128,97813,97813,287349
4776,2006-07-31,149825,7037,1368,1368,129111,98065,98065,287341
4777,2006-07-29,149785,7037,1348,1348,128984,98120,98120,287154
4778,2006-07-28,149155,7037,1348,1348,128992,98118,98118,286532
4779,2006-07-27,148615,7038,1299,1299,128955,98114,98114,285907
4780,2006-07-26,148305,7039,1299,1299,128823,98124,98124,285466
4781,2006-07-25,148415,7039,1303,1303,128810,98010,98010,285567
4782,2006-07-24,148735,7039,1303,1516,128785,98057,97844,285862
4783,2006-07-22,149055,7038,1303,1385,128793,98040,97958,286189
4784,2006-07-21,148985,7039,1303,1385,128779,98030,97948,286106
4785,2006-07-20,148655,7040,1303,1303,128698,97923,97923,285696
4786,2006-07-19,148705,7042,1274,1364,128536,98145,98055,285557
4787,2006-07-18,148905,7041,1249,1249,128566,97515,97515,285761
4788,2006-07-17,149295,7035,1249,1249,128565,97290,97290,286144
4789,2006-07-15,149595,7033,1249,1249,128552,97175,97175,286429
4790,2006-07-14,149515,7033,1249,1249,128620,97202,97202,286417
4791,2006-07-13,149345,7035,1249,1467,128558,97796,97577,286187
4792,2006-07-12,149165,7036,1249,1249,128576,97668,97668,286026
4793,2006-07-11,149585,7037,1277,1277,128465,97953,97953,286364
4794,2006-07-10,150085,7037,1277,1277,128434,98133,98133,286833
4795,2006-07-08,150395,7038,1277,1277,128353,97715,97715,287063
4796,2006-07-07,150375,7042,1277,1277,128281,97683,97683,286975
4797,2006-07-06,149985,7044,1277,1277,128216,97584,97584,286522
4798,2006-07-05,149725,7046,1277,1277,128318,97957,97957,286366
4799,2006-07-04,149845,7047,1315,1315,128298,97232,97232,286505
4800,2006-07-03,150195,7048,1315,1315,128340,97351,97351,286898
4801,2006-06-30,151105,7050,1315,1366,128259,97637,97586,287729
4802,2006-06-29,149395,7053,1315,1315,128059,97519,97519,285822
4803,2006-06-28,148395,7053,1315,1315,128071,97502,97502,284834
4804,2006-06-27,148295,7055,1374,1374,127963,97596,97596,284687
4805,2006-06-26,148475,7057,1374,1374,127924,98576,98576,284830
4806,2006-06-24,148815,7054,1374,1399,127909,98338,98312,285152
4807,2006-06-23,148575,7050,1374,1383,127880,98323,98315,284879
4808,2006-06-22,148285,7051,1341,1341,128007,98341,98341,284684
4809,2006-06-21,148125,7053,1332,1332,128035,98372,98372,284545
4810,2006-06-20,148415,7055,1505,1505,127844,98204,98204,284819
4811,2006-06-19,148855,7056,1484,1484,127917,98272,98272,285312
4812,2006-06-17,149245,7056,1330,1394,128085,98196,98130,285716
4813,2006-06-16,149335,7056,1330,1360,128080,98189,98159,285801
4814,2006-06-15,149195,7056,1276,1326,128132,97792,97734,285659
4815,2006-06-14,149215,7057,1276,1276,128164,98027,98027,285712
4816,2006-06-13,149415,7057,1422,1422,128021,98991,98991,285915
4817,2006-06-12,149725,7060,1412,1412,128018,99142,99142,286215
4818,2006-06-10,150305,7060,1355,1400,128041,97463,97419,286761
4819,2006-06-09,150295,7057,1355,1355,127989,97440,97440,286696
4820,2006-06-08,150085,7059,1337,1356,127992,97794,97775,286473
4821,2006-06-07,150075,7060,1309,1309,128055,95759,95759,286499
4822,2006-06-06,150315,7065,1382,1382,128026,96002,96002,286788
4823,2006-06-05,150815,7063,1364,1509,128100,96405,96260,287342
4824,2006-06-03,151445,7067,1332,1332,127943,100510,100510,287787
4825,2006-06-02,151355,7067,1332,1332,127906,100490,100490,287660
4826,2006-06-01,151155,7072,1311,2063,127848,100640,99887,287386
4827,2006-05-30,151305,7076,1350,1350,127894,100716,100716,287625
4828,2006-05-29,150575,7074,1350,1350,127929,100927,100927,286928
4829,2006-05-27,150065,7075,1315,1315,127921,100852,100852,286376
4830,2006-05-26,149515,7073,1315,1335,127912,100840,100820,285815
4831,2006-05-25,149135,7073,1293,1402,127912,100939,100830,285413
4832,2006-05-24,149145,7074,1284,1284,127933,101398,101398,285436
4833,2006-05-23,149625,7075,1261,1414,127968,101503,101337,285929
4834,2006-05-22,150215,7076,1261,1695,127924,100770,100333,286476
4835,2006-05-20,150805,7078,1261,1261,127935,100823,100823,287079
4836,2006-05-19,150715,7079,1261,1261,127972,100834,100834,287027
4837,2006-05-18,150675,7083,1261,1261,127901,100806,100806,286920
4838,2006-05-17,150595,7083,1261,1261,127950,100874,100874,286889
4839,2006-05-16,150925,7086,1311,1311,127781,100753,100753,287103
4840,2006-05-15,151255,7090,1311,1311,127765,99864,99864,287421
4841,2006-05-13,151945,7089,1270,1270,127897,100348,100348,288201
4842,2006-05-12,151835,7085,1270,1270,127905,100351,100351,288095
4843,2006-05-11,151715,7088,1270,1270,127925,100502,100502,287998
4844,2006-05-10,151665,7090,1270,1270,127852,100788,100788,287877
4845,2006-05-09,152015,7094,1300,1300,127836,100852,100852,288245
4846,2006-05-08,152355,7094,1300,1300,127822,100706,100706,288571
4847,2006-05-06,152895,7098,1300,1315,127716,100535,100520,289009
4848,2006-05-04,153155,7099,1300,1315,127708,100523,100508,289262
4849,2006-05-03,152135,7102,1300,1300,127680,100469,100469,288217
4850,2006-05-02,151895,7105,1357,1368,127569,100914,100903,287926
4851,2006-04-29,152775,7104,1357,2400,127584,101197,100152,288820
4852,2006-04-28,151235,7102,1357,1543,127622,101205,101019,287316
4853,2006-04-27,150025,7104,1270,1270,127576,101179,101179,285975
4854,2006-04-26,149355,7106,1270,1333,127636,101934,101871,285367
4855,2006-04-25,149355,7109,1247,1247,127751,101647,101647,285462
4856,2006-04-24,149805,7110,1247,1247,127619,101713,101713,285781
4857,2006-04-22,150125,7111,1247,1347,127589,102384,102284,286072
4858,2006-04-21,150155,7114,1247,1247,127574,102054,102054,286090
4859,2006-04-20,150485,7120,1247,1247,127564,101047,101047,286416
4860,2006-04-19,151155,7126,1247,1247,127596,100740,100740,287124
4861,2006-04-18,152635,7132,1273,1273,127484,98110,98110,288524
4862,2006-04-13,154975,7129,1273,1273,127440,101277,101277,290817
4863,2006-04-12,152305,7131,1273,1273,127475,100637,100637,288184
4864,2006-04-11,151645,7138,1299,1299,127416,101244,101244,287498
4865,2006-04-10,151665,7143,1299,1299,127399,101389,101389,287506
4866,2006-04-08,152205,7146,1299,1299,127428,101605,101605,288078
4867,2006-04-07,152275,7155,1299,1299,127413,101594,101594,288142
4868,2006-04-06,152265,7158,1299,1701,127419,101611,101201,288141
4869,2006-04-04,152545,7166,1294,1354,127332,101627,101568,288337
4870,2006-04-03,151865,7170,1294,1294,127364,101561,101561,287693
4871,2006-04-01,151575,7178,1294,1294,127428,101618,101618,287475
4872,2006-03-31,150785,7179,1294,1294,127349,101584,101584,286607
4873,2006-03-30,150065,7182,1294,1294,127387,101706,101706,285928
4874,2006-03-29,149525,7196,1294,1294,127312,101562,101562,285327
4875,2006-03-28,149555,7210,1374,1890,127312,101509,100993,285451
4876,2006-03-27,149985,7224,1374,1374,127280,101418,101418,285863
4877,2006-03-25,150185,7240,1336,1651,127282,101442,101126,286043
4878,2006-03-24,149755,7244,1336,1963,127169,101395,100767,285504
4879,2006-03-23,149585,7257,1313,1313,127279,101684,101684,285434
4880,2006-03-22,149405,7268,1313,1313,127289,102195,102195,285275
4881,2006-03-21,149755,7277,1536,1536,127143,101266,101266,285711
4882,2006-03-20,150185,7280,1525,1525,127177,101292,101292,286167
4883,2006-03-18,150585,7283,1378,1633,127333,100742,100487,286579
4884,2006-03-17,150525,7282,1378,1378,127357,100744,100744,286542
4885,2006-03-16,150475,7286,1309,1309,127295,100804,100804,286365
4886,2006-03-15,150315,7292,1281,1286,127309,100408,100402,286197
4887,2006-03-14,150815,7296,1301,1301,127175,98017,98017,286587
4888,2006-03-13,151515,7301,1301,1301,127172,98351,98351,287289
